participant_id,item_id,category,word_length,freq_rank,retention_level,recall_expected_answer,recall_response,recall_correct_gorilla,recognition_expected_answer,recognition_response,recognition_correct_gorilla,proficiency_score,exposure_composite,integrative_motivation_composite,multilingualism_count
16602620,20,abstract_noun,3,84,2,tír,tir,1,NA,NA,NA,65,2.6,2,0
16602620,21,abstract_noun,4,85,0,saol,??,0,lifetime,free,0,65,2.6,2,0
16602620,22,abstract_noun,5,89,2,ceist,ceist,1,NA,NA,NA,65,2.6,2,0
16602620,23,abstract_noun,6,115,2,teanga,teanga,1,NA,NA,NA,65,2.6,2,0
16602620,24,abstract_noun,5,126,2,oíche,oiche,1,NA,NA,NA,65,2.6,2,0
16602620,25,abstract_noun,4,127,2,aire,aire,1,NA,NA,NA,65,2.6,2,0
16602620,26,abstract_noun,5,132,2,eolas,eolas,0,knowledge,knowledge,0,65,2.6,2,0
16602620,27,abstract_noun,9,142,2,seachtain,seachtain,1,NA,NA,NA,65,2.6,2,0
16602620,28,abstract_noun,6,278,2,aimsir,aimsir,1,NA,NA,NA,65,2.6,2,0
16602620,29,abstract_noun,5,381,2,gaoth,gaoth,1,NA,NA,NA,65,2.6,2,0
16602620,30,abstract_noun,4,456,2,dath,dath,1,NA,NA,NA,65,2.6,2,0
16602620,31,verb,4,17,2,cuir,chuir,0,to put,to put,1,65,2.6,2,0
16602620,32,verb,4,20,1,déan,rinne me,0,to do,to do,1,65,2.6,2,0
16602620,33,verb,7,24,0,tabhair,thog,0,to give/grant,?,0,65,2.6,2,0
16602620,34,verb,3,33,1,tar,thainig,0,to come,to come,1,65,2.6,2,0
16602620,35,verb,5,36,1,faigh,fuar me,0,to get/receive,to get,0,65,2.6,2,0
16602620,36,verb,5,41,0,téigh,ag dul,0,to go,hot,0,65,2.6,2,0
16602620,37,verb,4,76,2,feic,feic,1,NA,NA,NA,65,2.6,2,0
16602620,38,verb,4,88,0,féad,abalta,0,to be able to,?,0,65,2.6,2,0
16602620,39,verb,6,101,2,éirigh,eirigh,1,NA,NA,NA,65,2.6,2,0
16602620,40,verb,4,119,0,iarr,freagre,0,to ask,?,0,65,2.6,2,0
16602620,41,verb,5,133,NA,imigh,inri,0,to leave/go away,to go,0,65,2.6,2,0
16602620,42,verb,4,136,0,lean,?,0,to follow,to go,0,65,2.6,2,0
16602620,43,verb,7,140,2,scríobh,scriobh,1,NA,NA,NA,65,2.6,2,0
16602620,44,verb,5,163,2,siúil,siul,0,to walk,eye,0,65,2.6,2,0
16602620,45,verb,7,203,2,tosaigh,thosaigh,0,to start,to start,1,65,2.6,2,0
16602620,46,adjective,5,80,2,ceart,ceart,1,NA,NA,NA,65,2.6,2,0
16602620,47,adjective,2,98,2,te,te,1,NA,NA,NA,65,2.6,2,0
16602620,48,adjective,2,121,1,óg,?,0,young,young,1,65,2.6,2,0
16602620,49,adjective,4,137,2,fada,fada,1,NA,NA,NA,65,2.6,2,0
16602620,50,adjective,3,154,2,ard,ard,1,NA,NA,NA,65,2.6,2,0
16602620,51,adjective,6,212,1,iomlán,lan,0,full,full,1,65,2.6,2,0
16602620,52,adjective,4,305,2,fíor,fir,0,true,true,1,65,2.6,2,0
16602620,53,adjective,5,315,2,gearr,gear,0,short,to cut,0,65,2.6,2,0
16602620,54,adjective,6,339,0,láidir,?,0,strong,big,0,65,2.6,2,0
16602620,55,adjective,3,364,2,beo,beo,1,NA,NA,NA,65,2.6,2,0
16602620,56,adjective,5,370,2,bocht,bocht,1,NA,NA,NA,65,2.6,2,0
16602620,57,adjective,7,407,2,iontach,ionta,0,great,great,1,65,2.6,2,0
16602620,58,adjective,4,432,2,glan,glan,1,NA,NA,NA,65,2.6,2,0
16602620,59,adjective,3,461,1,bog,bocht,0,soft,soft,1,65,2.6,2,0
16602620,60,adjective,4,706,2,sean,sean,1,NA,NA,NA,65,2.6,2,0
16602621,1,concrete_noun,5,79,2,teach,teach,1,NA,NA,NA,65,1.6,3.5,0
16602621,2,concrete_noun,4,92,2,bean,ban,0,woman,lady,0,65,1.6,3.5,0
16602621,3,concrete_noun,5,107,2,scoil,scoil,1,NA,NA,NA,65,1.6,3.5,0
16602621,4,concrete_noun,7,139,2,leabhar,leabhar,1,NA,NA,NA,65,1.6,3.5,0
16602621,5,concrete_noun,4,144,2,lámh,lámh,1,NA,NA,NA,65,1.6,3.5,0
16602621,6,concrete_noun,7,157,2,airgead,airgid,0,money,money,1,65,1.6,3.5,0
16602621,7,concrete_noun,4,158,1,béal,b,0,mouth,mouth,1,65,1.6,3.5,0
16602621,8,concrete_noun,5,217,2,uisce,uisce,1,NA,NA,NA,65,1.6,3.5,0
16602621,9,concrete_noun,6,220,1,oileán,inis,0,island,island,1,65,1.6,3.5,0
16602621,10,concrete_noun,7,238,0,cathair,baile,0,city,chair,0,65,1.6,3.5,0
16602621,11,concrete_noun,5,243,2,doras,doras,1,NA,NA,NA,65,1.6,3.5,0
16602621,12,concrete_noun,3,249,1,cos,NA,0,leg,leg,1,65,1.6,3.5,0
16602621,13,concrete_noun,4,258,2,croí,croí,1,NA,NA,NA,65,1.6,3.5,0
16602621,14,concrete_noun,9,310,2,múinteoir,muinteoir,1,NA,NA,NA,65,1.6,3.5,0
16602621,15,concrete_noun,3,384,2,bia,bia,1,NA,NA,NA,65,1.6,3.5,0
16602621,16,abstract_noun,6,39,2,bliain,bliain,1,NA,NA,NA,65,1.6,3.5,0
16602621,17,abstract_noun,2,59,2,lá,lá,1,NA,NA,NA,65,1.6,3.5,0
16602621,18,abstract_noun,5,72,NA,taobh,thior,0,side (noun),side,0,65,1.6,3.5,0
16602621,19,abstract_noun,5,83,2,scéal,scéal,1,NA,NA,NA,65,1.6,3.5,0
16602621,20,abstract_noun,3,84,2,tír,tír,1,NA,NA,NA,65,1.6,3.5,0
16602621,21,abstract_noun,4,85,0,saol,NA,0,lifetime,life,0,65,1.6,3.5,0
16602621,22,abstract_noun,5,89,2,ceist,ceist,1,NA,NA,NA,65,1.6,3.5,0
16602621,23,abstract_noun,6,115,2,teanga,teanga,1,NA,NA,NA,65,1.6,3.5,0
16602621,24,abstract_noun,5,126,2,oíche,oiche,1,NA,NA,NA,65,1.6,3.5,0
16602621,25,abstract_noun,4,127,2,aire,aire,1,NA,NA,NA,65,1.6,3.5,0
16602621,26,abstract_noun,5,132,1,eolas,feasa,0,knowledge,knowledge,1,65,1.6,3.5,0
16602621,27,abstract_noun,9,142,2,seachtain,seachtain,1,NA,NA,NA,65,1.6,3.5,0
16602621,28,abstract_noun,6,278,2,aimsir,aimsir,1,NA,NA,NA,65,1.6,3.5,0
16602621,29,abstract_noun,5,381,2,gaoth,gaoth,1,NA,NA,NA,65,1.6,3.5,0
16602621,30,abstract_noun,4,456,1,dath,deathannna,0,colour,colour,1,65,1.6,3.5,0
16602621,31,verb,4,17,2,cuir,cuir,1,NA,NA,NA,65,1.6,3.5,0
16602621,32,verb,4,20,2,déan,deán,0,to do,do,0,65,1.6,3.5,0
16602621,33,verb,7,24,NA,tabhair,tuar,0,to give/grant,take,0,65,1.6,3.5,0
16602621,34,verb,3,33,2,tar,tar,1,NA,NA,NA,65,1.6,3.5,0
16602621,35,verb,5,36,1,faigh,fuair,0,to get/receive,get,0,65,1.6,3.5,0
16602621,36,verb,5,41,1,téigh,dul,0,to go,go,0,65,1.6,3.5,0
16602621,37,verb,4,76,NA,feic,feach,0,to see,look,0,65,1.6,3.5,0
16602621,38,verb,4,88,0,féad,in am,0,to be able to,long,0,65,1.6,3.5,0
16602621,39,verb,6,101,1,éirigh,NA,0,to get up/to rise,get up,0,65,1.6,3.5,0
16602621,40,verb,4,119,0,iarr,NA,0,to ask,NA,0,65,1.6,3.5,0
16602621,41,verb,5,133,0,imigh,tosach,0,to leave/go away,go,0,65,1.6,3.5,0
16602621,42,verb,4,136,0,lean,NA,0,to follow,long,0,65,1.6,3.5,0
16602621,43,verb,7,140,2,scríobh,scriobh,1,NA,NA,NA,65,1.6,3.5,0
16602621,44,verb,5,163,2,siúil,suil,0,to walk,eyes,0,65,1.6,3.5,0
16602621,45,verb,7,203,NA,tosaigh,toda,0,to start,NA,0,65,1.6,3.5,0
16602621,46,adjective,5,80,2,ceart,ceart,1,NA,NA,NA,65,1.6,3.5,0
16602621,47,adjective,2,98,2,te,te,1,NA,NA,NA,65,1.6,3.5,0
16602621,48,adjective,2,121,1,óg,NA,0,young,houng,0,65,1.6,3.5,0
16602621,49,adjective,4,137,2,fada,fada,1,NA,NA,NA,65,1.6,3.5,0
16602621,50,adjective,3,154,1,ard,NA,0,tall/high,high,0,65,1.6,3.5,0
16602621,51,adjective,6,212,0,iomlán,NA,0,full,NA,0,65,1.6,3.5,0
16602621,52,adjective,4,305,2,fíor,fior,0,true,true,1,65,1.6,3.5,0
16602621,53,adjective,5,315,1,gearr,NA,0,short,short,1,65,1.6,3.5,0
16602621,54,adjective,6,339,0,láidir,NA,0,strong,ladder,0,65,1.6,3.5,0
16602621,55,adjective,3,364,2,beo,beo,1,NA,NA,NA,65,1.6,3.5,0
16602621,56,adjective,5,370,1,bocht,bésl,0,poor,poor,1,65,1.6,3.5,0
16602621,57,adjective,7,407,2,iontach,iontach,1,NA,NA,NA,65,1.6,3.5,0
16602621,58,adjective,4,432,2,glan,glan,1,NA,NA,NA,65,1.6,3.5,0
16602621,59,adjective,3,461,2,bog,bog,1,NA,NA,NA,65,1.6,3.5,0
16602621,60,adjective,4,706,2,sean,sean,1,NA,NA,NA,65,1.6,3.5,0
16602622,1,concrete_noun,5,79,1,teach,NA,0,house,house,1,40,2,2,0
16602622,2,concrete_noun,4,92,1,bean,NA,0,woman,woman,1,40,2,2,0
16602622,3,concrete_noun,5,107,2,scoil,scoil,1,NA,NA,NA,40,2,2,0
16602622,4,concrete_noun,7,139,2,leabhar,leabhar,1,NA,NA,NA,40,2,2,0
16602622,5,concrete_noun,4,144,2,lámh,lamh,1,NA,NA,NA,40,2,2,0
16602622,6,concrete_noun,7,157,2,airgead,airgead,1,NA,NA,NA,40,2,2,0
16602622,7,concrete_noun,4,158,2,béal,beal,1,NA,NA,NA,40,2,2,0
16602622,8,concrete_noun,5,217,2,uisce,uisce,1,NA,NA,NA,40,2,2,0
16602622,9,concrete_noun,6,220,2,oileán,oileann,0,island,island,1,40,2,2,0
16602622,10,concrete_noun,7,238,2,cathair,cathair,1,NA,NA,NA,40,2,2,0
16602622,11,concrete_noun,5,243,2,doras,doras,1,NA,NA,NA,40,2,2,0
16602622,12,concrete_noun,3,249,2,cos,cos,1,NA,NA,NA,40,2,2,0
16602622,13,concrete_noun,4,258,1,croí,NA,0,heart,heart,1,40,2,2,0
16602622,14,concrete_noun,9,310,2,múinteoir,muinteoir,1,NA,NA,NA,40,2,2,0
16602622,15,concrete_noun,3,384,1,bia,NA,0,food,food,1,40,2,2,0
16602622,16,abstract_noun,6,39,1,bliain,anna,0,year,year,1,40,2,2,0
16602622,17,abstract_noun,2,59,2,lá,la,1,NA,NA,NA,40,2,2,0
16602622,18,abstract_noun,5,72,0,taobh,NA,0,side (noun),side,0,40,2,2,0
16602622,19,abstract_noun,5,83,2,scéal,sceal,1,NA,NA,NA,40,2,2,0
16602622,20,abstract_noun,3,84,2,tír,tir,1,NA,NA,NA,40,2,2,0
16602622,21,abstract_noun,4,85,2,saol,saol,1,NA,NA,NA,40,2,2,0
16602622,22,abstract_noun,5,89,0,ceist,freagra,0,question (noun),question,0,40,2,2,0
16602622,23,abstract_noun,6,115,1,teanga,NA,0,language,language,1,40,2,2,0
16602622,24,abstract_noun,5,126,1,oíche,NA,0,night,night,1,40,2,2,0
16602622,25,abstract_noun,4,127,1,aire,NA,0,care/attention,care,0,40,2,2,0
16602622,26,abstract_noun,5,132,1,eolas,NA,0,knowledge,knowledge,0,40,2,2,0
16602622,27,abstract_noun,9,142,2,seachtain,seachtaine,0,week,week,1,40,2,2,0
16602622,28,abstract_noun,6,278,2,aimsir,aimsir,1,NA,NA,NA,40,2,2,0
16602622,29,abstract_noun,5,381,2,gaoth,gaoithe,0,wind,wind,1,40,2,2,0
16602622,30,abstract_noun,4,456,0,dath,NA,0,colour,two,0,40,2,2,0
16602622,31,verb,4,17,1,cuir,NA,0,to put,put,0,40,2,2,0
16602622,32,verb,4,20,1,déan,NA,0,to do,do,0,40,2,2,0
16602622,33,verb,7,24,0,tabhair,NA,0,to give/grant,take,0,40,2,2,0
16602622,34,verb,3,33,0,tar,NA,0,to come,wait,0,40,2,2,0
16602622,35,verb,5,36,0,faigh,NA,0,to get/receive,wait,0,40,2,2,0
16602622,36,verb,5,41,0,téigh,NA,0,to go,wait,0,40,2,2,0
16602622,37,verb,4,76,1,feic,feachaint,0,to see,see,0,40,2,2,0
16602622,38,verb,4,88,0,féad,NA,0,to be able to,NA,0,40,2,2,0
16602622,39,verb,6,101,1,éirigh,eir,0,to get up/to rise,rise,0,40,2,2,0
16602622,40,verb,4,119,0,iarr,NA,0,to ask,west,0,40,2,2,0
16602622,41,verb,5,133,0,imigh,NA,0,to leave/go away,go,0,40,2,2,0
16602622,42,verb,4,136,1,lean,NA,0,to follow,follow,0,40,2,2,0
16602622,43,verb,7,140,NA,scríobh,scroimh,0,to write,right,0,40,2,2,0
16602622,44,verb,5,163,2,siúil,shuil,0,to walk,walk,0,40,2,2,0
16602622,45,verb,7,203,0,tosaigh,NA,0,to start,wait,0,40,2,2,0
16602622,46,adjective,5,80,2,ceart,ceart,1,NA,NA,NA,40,2,2,0
16602622,47,adjective,2,98,2,te,te,1,NA,NA,NA,40,2,2,0
16602622,48,adjective,2,121,2,óg,og,1,NA,NA,NA,40,2,2,0
16602622,49,adjective,4,137,2,fada,fada,1,NA,NA,NA,40,2,2,0
16602622,50,adjective,3,154,1,ard,NA,0,tall/high,high,0,40,2,2,0
16602622,51,adjective,6,212,0,iomlán,NA,0,full,loads,0,40,2,2,0
16602622,52,adjective,4,305,0,fíor,NA,0,true,pride,0,40,2,2,0
16602622,53,adjective,5,315,1,gearr,NA,0,short,short,1,40,2,2,0
16602622,54,adjective,6,339,2,láidir,laidir,1,NA,NA,NA,40,2,2,0
16602622,55,adjective,3,364,1,beo,beatha,0,alive,alive,1,40,2,2,0
16602622,56,adjective,5,370,1,bocht,NA,0,poor,poor,1,40,2,2,0
16602622,57,adjective,7,407,0,iontach,mor,0,great,wonderful,0,40,2,2,0
16602622,58,adjective,4,432,1,glan,NA,0,clean,clean,1,40,2,2,0
16602622,59,adjective,3,461,2,bog,bog,1,NA,NA,NA,40,2,2,0
16602622,60,adjective,4,706,1,sean,NA,0,old,old,1,40,2,2,0
16602623,1,concrete_noun,5,79,1,teach,tigh/teach,0,house,house,1,65,3.8,3.5,0
16602623,2,concrete_noun,4,92,2,bean,bean,1,NA,NA,NA,65,3.8,3.5,0
16602623,3,concrete_noun,5,107,2,scoil,scoil,1,NA,NA,NA,65,3.8,3.5,0
16602623,4,concrete_noun,7,139,2,leabhar,leabhair,0,book,book,1,65,3.8,3.5,0
16602623,5,concrete_noun,4,144,2,lámh,lamh,1,NA,NA,NA,65,3.8,3.5,0
16602623,6,concrete_noun,7,157,2,airgead,airgead,1,NA,NA,NA,65,3.8,3.5,0
16602623,7,concrete_noun,4,158,2,béal,beal,1,NA,NA,NA,65,3.8,3.5,0
16602623,8,concrete_noun,5,217,2,uisce,uisce,1,NA,NA,NA,65,3.8,3.5,0
16602623,9,concrete_noun,6,220,2,oileán,oilean,1,NA,NA,NA,65,3.8,3.5,0
16602623,10,concrete_noun,7,238,2,cathair,cathair,1,NA,NA,NA,65,3.8,3.5,0
16602623,11,concrete_noun,5,243,2,doras,doras,1,NA,NA,NA,65,3.8,3.5,0
16602623,12,concrete_noun,3,249,2,cos,cos,0,leg,foot,0,65,3.8,3.5,0
16602623,13,concrete_noun,4,258,2,croí,croi,1,NA,NA,NA,65,3.8,3.5,0
16602623,14,concrete_noun,9,310,2,múinteoir,muinteoir,1,NA,NA,NA,65,3.8,3.5,0
16602623,15,concrete_noun,3,384,2,bia,bia,1,NA,NA,NA,65,3.8,3.5,0
16602623,16,abstract_noun,6,39,2,bliain,blian,0,year,year,1,65,3.8,3.5,0
16602623,17,abstract_noun,2,59,2,lá,la,1,NA,NA,NA,65,3.8,3.5,0
16602623,18,abstract_noun,5,72,2,taobh,taobh,1,NA,NA,NA,65,3.8,3.5,0
16602623,19,abstract_noun,5,83,2,scéal,sceal,1,NA,NA,NA,65,3.8,3.5,0
16602623,20,abstract_noun,3,84,2,tír,tir,1,NA,NA,NA,65,3.8,3.5,0
16602623,21,abstract_noun,4,85,2,saol,saol,1,NA,NA,NA,65,3.8,3.5,0
16602623,22,abstract_noun,5,89,2,ceist,ceist,1,NA,NA,NA,65,3.8,3.5,0
16602623,23,abstract_noun,6,115,2,teanga,teanga,1,NA,NA,NA,65,3.8,3.5,0
16602623,24,abstract_noun,5,126,2,oíche,oiche,1,NA,NA,NA,65,3.8,3.5,0
16602623,25,abstract_noun,4,127,2,aire,aire,1,NA,NA,NA,65,3.8,3.5,0
16602623,26,abstract_noun,5,132,NA,eolas,fios,0,knowledge,know,0,65,3.8,3.5,0
16602623,27,abstract_noun,9,142,2,seachtain,seachtain,1,NA,NA,NA,65,3.8,3.5,0
16602623,28,abstract_noun,6,278,2,aimsir,aimsir,1,NA,NA,NA,65,3.8,3.5,0
16602623,29,abstract_noun,5,381,2,gaoth,gaoth,1,NA,NA,NA,65,3.8,3.5,0
16602623,30,abstract_noun,4,456,2,dath,dath,1,NA,NA,NA,65,3.8,3.5,0
16602623,31,verb,4,17,2,cuir,cuir,1,NA,NA,NA,65,3.8,3.5,0
16602623,32,verb,4,20,2,déan,dean,1,NA,NA,NA,65,3.8,3.5,0
16602623,33,verb,7,24,1,tabhair,NA,0,to give/grant,give,0,65,3.8,3.5,0
16602623,34,verb,3,33,1,tar,teacht,0,to come,come,0,65,3.8,3.5,0
16602623,35,verb,5,36,2,faigh,faigh,1,NA,NA,NA,65,3.8,3.5,0
16602623,36,verb,5,41,1,téigh,te,0,to go,go,0,65,3.8,3.5,0
16602623,37,verb,4,76,2,feic,feic,1,NA,NA,NA,65,3.8,3.5,0
16602623,38,verb,4,88,0,féad,in ann/abalta,0,to be able to,able,0,65,3.8,3.5,0
16602623,39,verb,6,101,2,éirigh,eiri,0,to get up/to rise,rise up,0,65,3.8,3.5,0
16602623,40,verb,4,119,1,iarr,diar,0,to ask,ask,0,65,3.8,3.5,0
16602623,41,verb,5,133,NA,imigh,dfag,0,to leave/go away,go,0,65,3.8,3.5,0
16602623,42,verb,4,136,2,lean,lean,1,NA,NA,NA,65,3.8,3.5,0
16602623,43,verb,7,140,2,scríobh,scriobh,1,NA,NA,NA,65,3.8,3.5,0
16602623,44,verb,5,163,2,siúil,siuil,1,NA,NA,NA,65,3.8,3.5,0
16602623,45,verb,7,203,2,tosaigh,thosaigh,0,to start,start,0,65,3.8,3.5,0
16602623,46,adjective,5,80,2,ceart,ceart,1,NA,NA,NA,65,3.8,3.5,0
16602623,47,adjective,2,98,2,te,te,1,NA,NA,NA,65,3.8,3.5,0
16602623,48,adjective,2,121,2,óg,og,1,NA,NA,NA,65,3.8,3.5,0
16602623,49,adjective,4,137,2,fada,fada,1,NA,NA,NA,65,3.8,3.5,0
16602623,50,adjective,3,154,2,ard,ard,1,NA,NA,NA,65,3.8,3.5,0
16602623,51,adjective,6,212,1,iomlán,lan,0,full,full,1,65,3.8,3.5,0
16602623,52,adjective,4,305,2,fíor,fior,0,true,true,1,65,3.8,3.5,0
16602623,53,adjective,5,315,2,gearr,gear,0,short,cut,0,65,3.8,3.5,0
16602623,54,adjective,6,339,2,láidir,laidir,1,NA,NA,NA,65,3.8,3.5,0
16602623,55,adjective,3,364,2,beo,beo,1,NA,NA,NA,65,3.8,3.5,0
16602623,56,adjective,5,370,2,bocht,bocht,1,NA,NA,NA,65,3.8,3.5,0
16602623,57,adjective,7,407,0,iontach,arfeabhas,0,great,good,0,65,3.8,3.5,0
16602623,58,adjective,4,432,2,glan,glan,1,NA,NA,NA,65,3.8,3.5,0
16602623,59,adjective,3,461,2,bog,bog,1,NA,NA,NA,65,3.8,3.5,0
16602623,60,adjective,4,706,2,sean,sean,1,NA,NA,NA,65,3.8,3.5,0
16602624,1,concrete_noun,5,79,2,teach,teach,1,NA,NA,NA,80,1.8,1.75,0
16602624,2,concrete_noun,4,92,1,bean,mna,0,woman,woman,1,80,1.8,1.75,0
16602624,3,concrete_noun,5,107,2,scoil,scoil,1,NA,NA,NA,80,1.8,1.75,0
16602624,4,concrete_noun,7,139,2,leabhar,leabhait,0,book,book,1,80,1.8,1.75,0
16602624,5,concrete_noun,4,144,2,lámh,lambh,0,hand,hand,1,80,1.8,1.75,0
16602624,6,concrete_noun,7,157,2,airgead,airgead,1,NA,NA,NA,80,1.8,1.75,0
16602624,7,concrete_noun,4,158,2,béal,beal,1,NA,NA,NA,80,1.8,1.75,0
16602624,8,concrete_noun,5,217,2,uisce,uisce,1,NA,NA,NA,80,1.8,1.75,0
16602624,9,concrete_noun,6,220,1,oileán,NA,0,island,island,1,80,1.8,1.75,0
16602624,10,concrete_noun,7,238,2,cathair,cathar,0,city,city,1,80,1.8,1.75,0
16602624,11,concrete_noun,5,243,2,doras,doras,1,NA,NA,NA,80,1.8,1.75,0
16602624,12,concrete_noun,3,249,0,cos,NA,0,leg,beside,0,80,1.8,1.75,0
16602624,13,concrete_noun,4,258,2,croí,chroi,0,heart,heart,1,80,1.8,1.75,0
16602624,14,concrete_noun,9,310,2,múinteoir,muinteoir,1,NA,NA,NA,80,1.8,1.75,0
16602624,15,concrete_noun,3,384,2,bia,bia,1,NA,NA,NA,80,1.8,1.75,0
16602624,16,abstract_noun,6,39,2,bliain,blian,0,year,year,1,80,1.8,1.75,0
16602624,17,abstract_noun,2,59,2,lá,la,1,NA,NA,NA,80,1.8,1.75,0
16602624,18,abstract_noun,5,72,0,taobh,NA,0,side (noun),beside,0,80,1.8,1.75,0
16602624,19,abstract_noun,5,83,2,scéal,sceal,1,NA,NA,NA,80,1.8,1.75,0
16602624,20,abstract_noun,3,84,2,tír,tir,1,NA,NA,NA,80,1.8,1.75,0
16602624,21,abstract_noun,4,85,0,saol,NA,0,lifetime,life,0,80,1.8,1.75,0
16602624,22,abstract_noun,5,89,2,ceist,cest,0,question (noun),question,0,80,1.8,1.75,0
16602624,23,abstract_noun,6,115,2,teanga,leanga,0,language,language,1,80,1.8,1.75,0
16602624,24,abstract_noun,5,126,2,oíche,oiche,1,NA,NA,NA,80,1.8,1.75,0
16602624,25,abstract_noun,4,127,1,aire,cara,0,care/attention,care,0,80,1.8,1.75,0
16602624,26,abstract_noun,5,132,2,eolas,eolas,1,NA,NA,NA,80,1.8,1.75,0
16602624,27,abstract_noun,9,142,2,seachtain,seachtain,1,NA,NA,NA,80,1.8,1.75,0
16602624,28,abstract_noun,6,278,2,aimsir,aimshir,0,weather,weather,1,80,1.8,1.75,0
16602624,29,abstract_noun,5,381,2,gaoth,gaoth,1,NA,NA,NA,80,1.8,1.75,0
16602624,30,abstract_noun,4,456,0,dath,NA,0,colour,NA,0,80,1.8,1.75,0
16602624,31,verb,4,17,2,cuir,chuir,0,to put,put,0,80,1.8,1.75,0
16602624,32,verb,4,20,1,déan,rine,0,to do,do,0,80,1.8,1.75,0
16602624,33,verb,7,24,2,tabhair,tabhair,1,NA,NA,NA,80,1.8,1.75,0
16602624,34,verb,3,33,1,tar,tochaich,0,to come,come,0,80,1.8,1.75,0
16602624,35,verb,5,36,NA,faigh,fuar,0,to get/receive,NA,0,80,1.8,1.75,0
16602624,36,verb,5,41,1,téigh,NA,0,to go,go,0,80,1.8,1.75,0
16602624,37,verb,4,76,1,feic,chonaic,0,to see,see,0,80,1.8,1.75,0
16602624,38,verb,4,88,0,féad,to me aibalta,0,to be able to,NA,0,80,1.8,1.75,0
16602624,39,verb,6,101,1,éirigh,NA,0,to get up/to rise,get up,0,80,1.8,1.75,0
16602624,40,verb,4,119,0,iarr,NA,0,to ask,NA,0,80,1.8,1.75,0
16602624,41,verb,5,133,NA,imigh,imeacht,0,to leave/go away,go,0,80,1.8,1.75,0
16602624,42,verb,4,136,0,lean,NA,0,to follow,NA,0,80,1.8,1.75,0
16602624,43,verb,7,140,1,scríobh,scroib,0,to write,write,0,80,1.8,1.75,0
16602624,44,verb,5,163,1,siúil,NA,0,to walk,walk,0,80,1.8,1.75,0
16602624,45,verb,7,203,1,tosaigh,NA,0,to start,start,0,80,1.8,1.75,0
16602624,46,adjective,5,80,2,ceart,ceart,1,NA,NA,NA,80,1.8,1.75,0
16602624,47,adjective,2,98,2,te,teh,0,hot,hot,1,80,1.8,1.75,0
16602624,48,adjective,2,121,2,óg,og,1,NA,NA,NA,80,1.8,1.75,0
16602624,49,adjective,4,137,2,fada,fada,1,NA,NA,NA,80,1.8,1.75,0
16602624,50,adjective,3,154,1,ard,fada,0,tall/high,high,0,80,1.8,1.75,0
16602624,51,adjective,6,212,1,iomlán,lan,0,full,full,1,80,1.8,1.75,0
16602624,52,adjective,4,305,1,fíor,ceart,0,true,true,1,80,1.8,1.75,0
16602624,53,adjective,5,315,1,gearr,beag,0,short,short,1,80,1.8,1.75,0
16602624,54,adjective,6,339,0,láidir,NA,0,strong,big,0,80,1.8,1.75,0
16602624,55,adjective,3,364,2,beo,beo,1,NA,NA,NA,80,1.8,1.75,0
16602624,56,adjective,5,370,2,bocht,bocht,1,NA,NA,NA,80,1.8,1.75,0
16602624,57,adjective,7,407,0,iontach,go halin,0,great,wonderful,0,80,1.8,1.75,0
16602624,58,adjective,4,432,2,glan,glan,1,NA,NA,NA,80,1.8,1.75,0
16602624,59,adjective,3,461,2,bog,bolg,0,soft,soft,1,80,1.8,1.75,0
16602624,60,adjective,4,706,2,sean,sean,1,NA,NA,NA,80,1.8,1.75,0
16602625,1,concrete_noun,5,79,2,teach,teach,1,NA,NA,NA,80,2.8,3.25,0
16602625,2,concrete_noun,4,92,2,bean,bean,1,NA,NA,NA,80,2.8,3.25,0
16602625,3,concrete_noun,5,107,2,scoil,scoil,1,NA,NA,NA,80,2.8,3.25,0
16602625,4,concrete_noun,7,139,2,leabhar,leabhar,1,NA,NA,NA,80,2.8,3.25,0
16602625,5,concrete_noun,4,144,2,lámh,lámh,1,NA,NA,NA,80,2.8,3.25,0
16602625,6,concrete_noun,7,157,2,airgead,airgid,0,money,money,1,80,2.8,3.25,0
16602625,7,concrete_noun,4,158,2,béal,béal,1,NA,NA,NA,80,2.8,3.25,0
16602625,8,concrete_noun,5,217,2,uisce,uisce,1,NA,NA,NA,80,2.8,3.25,0
16602625,9,concrete_noun,6,220,2,oileán,oileán,1,NA,NA,NA,80,2.8,3.25,0
16602625,10,concrete_noun,7,238,2,cathair,cathair,1,NA,NA,NA,80,2.8,3.25,0
16602625,11,concrete_noun,5,243,2,doras,doras,1,NA,NA,NA,80,2.8,3.25,0
16602625,12,concrete_noun,3,249,2,cos,cos,1,NA,NA,NA,80,2.8,3.25,0
16602625,13,concrete_noun,4,258,2,croí,croí,1,NA,NA,NA,80,2.8,3.25,0
16602625,14,concrete_noun,9,310,2,múinteoir,múinteor,0,teacher,teacher,1,80,2.8,3.25,0
16602625,15,concrete_noun,3,384,2,bia,bia,1,NA,NA,NA,80,2.8,3.25,0
16602625,16,abstract_noun,6,39,2,bliain,blian,0,year,year,1,80,2.8,3.25,0
16602625,17,abstract_noun,2,59,2,lá,lá,1,NA,NA,NA,80,2.8,3.25,0
16602625,18,abstract_noun,5,72,2,taobh,taibh,0,side (noun),side,0,80,2.8,3.25,0
16602625,19,abstract_noun,5,83,2,scéal,scéal,1,NA,NA,NA,80,2.8,3.25,0
