participant_id,participant_public_id,participant_status,participant_completion_code,age,gender,gender_quantised,region_residence,region_residence_quantised,irish_l1_status,irish_l1_status_quantised,age_began_learning,informal_exposure_before,informal_exposure_before_quantised,informal_exposure_context,gaeltacht_contact,gaeltacht_contact_quantised,gaeltacht_contact_context,current_use_frequency,current_use_frequency_quantised,irish_related_occupation,irish_related_occupation_quantised,irish_related_occupation_context,is_parent,is_parent_quantised,parent_engagement,parent_engagement_quantised,leaving_cert_year,leaving_cert_year_quantised,leaving_cert_paper,leaving_cert_paper_quantised,no_lc_self_rated_proficiency,no_lc_self_rated_proficiency_quantised,no_lc_context,leaving_cert_grade,leaving_cert_grade_quantised,continued_study_after_lc,continued_study_after_lc_quantised,continued_study_details,exposure_signage_media,exposure_signage_media_quantised,exposure_conversations,exposure_conversations_quantised,exposure_media_consumption,exposure_media_consumption_quantised,exposure_events,exposure_events_quantised,exposure_family_social,exposure_family_social_quantised,integrative_q21,integrative_q21_quantised,integrative_q22,integrative_q22_quantised,integrative_q23,integrative_q23_quantised,integrative_q24,integrative_q24_quantised,instrumental_q25,instrumental_q25_quantised,instrumental_q26,instrumental_q26_quantised,learning_exp_q37,learning_exp_q37_quantised,learning_exp_q38,learning_exp_q38_quantised,learning_exp_q39,learning_exp_q39_quantised,learning_exp_q40,learning_exp_q40_quantised,classroom_anxiety_q41,classroom_anxiety_q41_quantised,classroom_anxiety_q42,classroom_anxiety_q42_quantised,motivation_confidence_q28,motivation_confidence_q28_quantised,parental_encouragement_q43,parental_encouragement_q43_quantised,parental_encouragement_q44,parental_encouragement_q44_quantised,parental_encouragement_q45,parental_encouragement_q45_quantised,parental_encouragement_q46,parental_encouragement_q46_quantised,family_irish_proficiency_parent,family_irish_proficiency_parent_quantised,family_irish_proficiency_helper,family_irish_proficiency_helper_quantised,has_additional_languages,has_additional_languages_quantised,additional_languages_count_self_report,lang1_name,lang1_proficiency,lang1_proficiency_quantised,lang1_acquisition_timing_duration,lang1_lc_status,lang1_lc_status_quantised,lang1_lc_grade,lang1_lc_grade_quantised,lang1_use_frequency,lang1_use_frequency_quantised,lang2_name,lang2_proficiency,lang2_proficiency_quantised,lang2_acquisition_timing_duration,lang2_lc_status,lang2_lc_status_quantised,lang2_lc_grade,lang2_lc_grade_quantised,lang2_use_frequency,lang2_use_frequency_quantised,lang3_name,lang3_use_frequency,lang3_use_frequency_quantised,lang4_name,lang4_use_frequency,lang4_use_frequency_quantised,primary_school_type,primary_school_type_quantised,secondary_school_type,secondary_school_type_quantised,highest_education,highest_education_quantised,secondary_school_region,secondary_school_region_quantised,lived_abroad,lived_abroad_quantised,years_abroad,abroad_irish_access,abroad_irish_access_quantised,abroad_irish_access_context,attitude_q34,attitude_q34_quantised,attitude_q35,attitude_q35_quantised,attitude_q36,attitude_q36_quantised,linguistic_identity_q49,linguistic_identity_q49_quantised,linguistic_identity_q50,linguistic_identity_q50_quantised,self_rated_attrition_q51,self_rated_attrition_q51_quantised,reconnection_motivation_q52,reconnection_motivation_q52_quantised,current_use_contexts__work,current_use_contexts__social_settings,current_use_contexts__media_or_social_media,current_use_contexts__family,current_use_contexts__other,current_use_contexts__not_applicable,lang1_acquisition_context__formal_classroom_instruction,lang1_acquisition_context__living_or_studying_abroad,lang1_acquisition_context__immersion_program,lang1_acquisition_context__family_or_heritage_learned_at_home,lang1_acquisition_context__self_study,lang1_acquisition_context__other,lang1_use_contexts__work,lang1_use_contexts__social_settings,lang1_use_contexts__media_or_social_media,lang1_use_contexts__family,lang1_use_contexts__other,lang1_use_contexts__not_applicable,lang2_acquisition_context__formal_classroom_instruction,lang2_acquisition_context__living_or_studying_abroad,lang2_acquisition_context__immersion_program,lang2_acquisition_context__family_or_heritage_learned_at_home,lang2_acquisition_context__self_study,lang2_acquisition_context__other,lang2_use_contexts__work,lang2_use_contexts__social_settings,lang2_use_contexts__media_or_social_media,lang2_use_contexts__family,lang2_use_contexts__other,lang2_use_contexts__not_applicable,reconnection_channels__social_media_or_online_communities_e_g_facebook_groups,reconnection_channels__language_apps_e_g_duolingo,reconnection_channels__evening_classes_or_courses,reconnection_channels__conversation_groups_or_meet_ups_e_g_pub_nights,reconnection_channels__trips_to_the_gaeltacht,reconnection_channels__other,reconnection_channels__none_so_far,current_use_contexts,lang1_acquisition_context,lang1_use_contexts,reconnection_channels,lang2_acquisition_context,lang2_use_contexts,consent_given,exposure_composite,integrative_motivation_composite,multilingualism_count,proficiency_used_fallback,proficiency_fallback_self_rated,proficiency_score,attitude_composite,learning_experience_composite,classroom_anxiety_composite,parental_encouragement_composite,linguistic_identity_now_composite,instrumental_motivation_composite,self_rated_attrition,reconnection_motivation,motivation_confidence,current_use_frequency_num,birth_year,primary_school_start_year,curriculum_cohort,n_recall_trials,n_recalled,n_recall_flagged,production_accuracy_pct,n_recognition_trials,n_recognized,n_recognition_flagged,recognition_accuracy_pct,n_recalled_full,n_recognized_only,n_neither
16602621,BLINDED,complete,NA,55,Female,1,Leinster,1,"Second language, learned at school",2,9,FALSE,2,NA,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,TRUE,1,"Yes, in the past — children have since finished school",2,1988,39,Higher level,1,NA,0,NA,C,3,No,2,NA,Occasionally,3,Rarely,2,Never,1,Never,1,Never,1,4,4,3,3,4,4,3,3,5,5,1,1,3,3,2,2,2,2,1,1,5,5,5,5,4,4,3,3,5,5,4,4,2,2,FALSE,2,FALSE,2,Yes,1,1,french,Intermediate,2,5 years,Higher level,3,B,2,Never,1,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Leaving Certificate,3,Connacht,3,FALSE,2,NA,NA,0,NA,4,4,4,4,4,4,3,3,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Other,Formal classroom instruction,Other,Language apps (e.g. Duolingo),NA,NA,TRUE,1.6,3.5,0,FALSE,NA,65,4,2,5,3.5,3,3,3,3,4,2,1971,1980,pre_1999,60,36,8,69.23076923076923,29,15,2,55.55555555555556,36,12,8
16630210,BLINDED,complete,NA,63,Male,2,Munster,2,"Second language, learned at school",2,3,TRUE,1,my mother was fluent in Irish. My grandmother spoke Irish,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,FALSE,2,NA,0,1980,47,Higher level,1,NA,0,NA,D,4,No,2,NA,Daily or almost daily,5,Rarely,2,Never,1,Never,1,Rarely,2,5,5,5,5,3,3,1,1,4,4,5,5,3,3,2,2,2,2,4,4,2,2,2,2,4,4,5,5,5,5,5,5,5,5,TRUE,1,TRUE,1,Yes,1,2,Spanish,Beginner,1,3 years ago. 3 months,Not taken for Leaving Certificate,1,NA,0,Rarely - a few time a year,2,French,Beginner,1,50 years ago/ 5 years,Higher level,3,C,3,Never,1,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Munster,2,FALSE,2,NA,NA,0,NA,5,5,5,5,5,5,5,5,5,5,4,4,4,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Social settings,Self-study,Not applicable,Language apps (e.g. Duolingo); Evening classes or courses; Conversation groups or meet-ups (e.g. pub nights),Formal classroom instruction,Not applicable,TRUE,2.2,3.5,0,FALSE,NA,50,5,2.75,2,5,5,4.5,4,4,4,2,1963,1966,pre_1999,60,29,9,56.86274509803921,38,28,2,77.77777777777779,29,21,8
16602624,BLINDED,complete,NA,55,Male,2,Munster,2,"Second language, learned at school",2,6,FALSE,2,NA,FALSE,2,NA,Never,1,FALSE,2,NA,TRUE,1,No,3,1988,39,Higher level,1,NA,0,NA,B,2,No,2,NA,Rarely,2,Never,1,Occasionally,3,Never,1,Rarely,2,2,2,2,2,2,2,1,1,4,4,4,4,2,2,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,2,2,4,4,FALSE,2,FALSE,2,Yes,1,1,french,Beginner,1,school,Higher level,3,B,2,Rarely - a few time a year,2,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Leinster,1,TRUE,1,15,No,2,NA,4,4,4,4,3,3,1,1,3,3,4,4,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Media or social media,Formal classroom instruction,Other,None so far,NA,NA,TRUE,1.8,1.75,0,FALSE,NA,80,3.6666666666666665,1.25,4,3,2,4,4,3,4,1,1971,1977,pre_1999,60,34,8,65.38461538461539,37,25,1,69.44444444444444,34,15,9
16602622,BLINDED,complete,NA,68,Male,2,Ulster,4,"Second language, learned at school",2,5,FALSE,2,NA,TRUE,1,Two weeks in Kerry gaelteachts in 1970s,Rarely - a few times a year,2,FALSE,2,NA,TRUE,1,"Yes, in the past — children have since finished school",2,1975,52,Ordinary level,2,NA,0,NA,B,2,No,2,NA,Rarely,2,Rarely,2,Rarely,2,Rarely,2,Rarely,2,1,1,1,1,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,2,2,FALSE,2,FALSE,2,Yes,1,1,french,Fluent,4,"over 5 years,  1977 to 1982",Not taken for Leaving Certificate,1,NA,0,Rarely - a few time a year,2,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Intermediate or Junior Certificate,2,Munster,2,TRUE,1,5,No,2,NA,1,1,1,1,1,1,1,1,1,1,4,4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Social settings,Living or studying abroad,Social settings,Evening classes or courses; Conversation groups or meet-ups (e.g. pub nights),NA,NA,TRUE,2,2,0,FALSE,NA,40,1,4.5,4,2.75,1,3,4,1,5,2,1958,1963,pre_1999,60,25,2,43.10344827586208,39,24,6,72.72727272727273,25,20,14
16602617,BLINDED,complete,NA,61,Female,1,Munster,2,"Second language, learned at school",2,5,FALSE,2,NA,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,TRUE,1,"Yes, in the past — children have since finished school",2,1982,45,Higher level,1,NA,0,NA,C,3,No,2,NA,Never,1,Occasionally,3,Never,1,Occasionally,3,Never,1,3,3,4,4,5,5,5,5,5,5,1,1,5,5,1,1,3,3,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,FALSE,2,FALSE,2,No,2,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Post-Leaving Certificate (PLC) qualification,4,Munster,2,FALSE,2,NA,NA,0,NA,5,5,5,5,5,5,4,4,5,5,2,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Not applicable,NA,NA,Evening classes or courses,NA,NA,FALSE,1.8,4.25,0,FALSE,NA,65,5,2.5,3,1,4.5,3,2,4,3,2,1965,1970,pre_1999,60,46,5,83.63636363636363,23,14,3,70,46,6,5
16630537,BLINDED,complete,NA,33,Male,2,Leinster,1,"Second language, learned at school",2,5,FALSE,2,NA,TRUE,1,Went to gaeltacht one year,Never,1,FALSE,2,NA,FALSE,2,NA,0,2012,15,Ordinary level,2,NA,0,NA,C,3,No,2,NA,Often,4,Never,1,Never,1,Never,1,Never,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,2,2,1,1,3,3,5,5,4,4,4,4,1,1,1,1,1,1,2,2,FALSE,2,FALSE,2,Yes,1,1,Spanish,Beginner,1,8 years,Not taken for Leaving Certificate,1,NA,0,Daily or almost daily,5,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Bachelor's degree,6,Leinster,1,TRUE,1,4,Yes,1,Yes I had lived in England and Spain - In both countries I had an Irish community and friends,3,3,3,3,3,3,1,1,2,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Not applicable,Formal classroom instruction; Living or studying abroad; Family or heritage — learned at home,Family,Language apps (e.g. Duolingo); Evening classes or courses,NA,NA,TRUE,1.6,1,1,FALSE,NA,25,3,1.75,4.5,1.25,1.5,2.5,3,2,4,1,1993,1998,transition_1997_2001,60,13,12,27.083333333333336,52,19,12,47.5,13,14,27
16602627,BLINDED,complete,NA,52,Female,1,Munster,2,"Second language, learned at school",2,5,FALSE,2,NA,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,TRUE,1,"Yes, in the past — children have since finished school",2,1991,36,Higher level,1,NA,0,NA,C,3,No,2,NA,Daily or almost daily,5,Never,1,Rarely,2,Rarely,2,Occasionally,3,1,1,1,1,2,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,2,2,2,2,1,1,2,2,FALSE,2,TRUE,1,Yes,1,1,French,Beginner,1,5,Higher level,3,B,2,Rarely - a few time a year,2,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Munster,2,TRUE,1,2,No,2,NA,4,4,5,5,5,5,1,1,4,4,4,4,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Family,Formal classroom instruction,Family,Language apps (e.g. Duolingo); Other,NA,NA,TRUE,2.6,1.25,0,FALSE,NA,65,4.666666666666667,1,5,1.75,2.5,2.5,4,4,5,2,1974,1979,pre_1999,60,26,7,49.056603773584904,38,21,1,56.75675675675676,26,18,13
16632056,BLINDED,complete,NA,37,Female,1,Connacht,3,"Second language, learned at school",2,4,FALSE,2,NA,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,FALSE,2,NA,0,2006,21,Higher level,1,NA,0,NA,Do not remember grade,7,No,2,NA,Rarely,2,Rarely,2,Rarely,2,Never,1,Never,1,3,3,1,1,1,1,1,1,5,5,5,5,2,2,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,5,FALSE,2,FALSE,2,No,2,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Connacht,3,FALSE,2,NA,NA,0,NA,5,5,5,5,5,5,2,2,4,4,4,4,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Other,NA,NA,Social media or online communities (e.g. Facebook groups); Other,NA,NA,TRUE,1.6,1.5,0,FALSE,NA,NA,5,1.25,5,2,3,5,4,3,5,2,1989,1993,pre_1999,60,20,9,39.21568627450981,50,25,4,54.347826086956516,20,16,21
16607844,BLINDED,complete,NA,60,Male,2,Leinster,1,"Second language, learned at school",2,4,TRUE,1,Mother was fluent,FALSE,2,NA,Rarely - a few times a year,2,FALSE,2,NA,TRUE,1,"Yes, in the past — children have since finished school",2,1984,43,Higher level,1,NA,0,NA,B,2,No,2,NA,Often,4,Occasionally,3,Occasionally,3,Rarely,2,Rarely,2,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,1,1,TRUE,1,TRUE,1,Yes,1,2,Italian,Intermediate,2,1997;  1 year,Not taken for Leaving Certificate,1,NA,0,Rarely - a few time a year,2,French,Intermediate,2,1984 (6 years),Higher level,3,B,2,Rarely - a few time a year,2,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Bachelor's degree,6,Munster,2,TRUE,1,3,No,2,NA,5,5,5,5,3,3,5,5,5,5,4,4,3,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Media or social media; Family,Living or studying abroad,Social settings,Other,Formal classroom instruction,Social settings,TRUE,2.8,4,0,FALSE,NA,80,4.333333333333333,4.5,1,4,5,1,4,3,5,2,1966,1970,pre_1999,60,43,6,79.62962962962963,23,15,3,75,43,9,5
16609199,BLINDED,complete,NA,37,Female,1,Munster,2,"Second language, learned at school",2,5,FALSE,2,NA,FALSE,2,NA,Never,1,FALSE,2,NA,TRUE,1,Not applicable — children not yet at school age,4,2007,20,Ordinary level,2,NA,0,NA,Do not remember grade,7,No,2,NA,Rarely,2,Rarely,2,Never,1,Never,1,Rarely,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,3,3,3,3,TRUE,1,TRUE,1,Yes,1,1,french,Intermediate,2,secondary school for 5 years,Ordinary level,2,Do not remember grade,7,Rarely - a few time a year,2,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Third-level Certificate or Diploma,5,Munster,2,FALSE,2,NA,NA,0,NA,3,3,5,5,3,3,3,3,4,4,4,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Not applicable,Formal classroom instruction,Other,Language apps (e.g. Duolingo),NA,NA,TRUE,1.6,2.5,0,FALSE,NA,NA,3.6666666666666665,2.25,2,3.5,3.5,2.5,4,3,3,1,1989,1994,pre_1999,60,29,7,54.71698113207547,35,15,3,46.875,29,13,16
16602634,BLINDED,complete,NA,54,Female,1,Munster,2,"Second language, learned at school",2,4,FALSE,2,NA,TRUE,1,Ring college for 3 weeks at age 12,Occasionally - monthly,3,FALSE,2,NA,TRUE,1,"Yes, currently — children still at school",1,1991,36,Higher level,1,NA,0,NA,B,2,No,2,NA,Daily or almost daily,5,Rarely,2,Occasionally,3,Occasionally,3,Daily or almost daily,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,5,5,3,3,1,1,1,1,4,4,5,5,5,5,5,5,5,5,FALSE,2,FALSE,2,Yes,1,2,German,Advanced,3,4 years,Not taken for Leaving Certificate,1,NA,0,Never,1,French,Intermediate,2,9 years,Higher level,3,B,2,Never,1,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Munster,2,TRUE,1,3,No,2,NA,5,5,5,5,5,5,4,4,4,4,3,3,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Family,Formal classroom instruction; Living or studying abroad,Not applicable,Other,Formal classroom instruction,Not applicable,TRUE,3.6,5,0,FALSE,NA,80,5,4,1,5,4,4.5,3,4,4,3,1972,1976,pre_1999,60,41,5,74.54545454545453,22,15,0,68.18181818181817,41,12,6
16602609,BLINDED,complete,NA,32,Male,2,Leinster,1,"Second language, learned at school",2,4,FALSE,2,cartoons on tg4 possibly,TRUE,1,"Yes, I attended a gealtacht the Summer after I finished Transition Year",Never,1,FALSE,2,NA,FALSE,2,NA,0,2012,15,Ordinary level,2,NA,0,NA,A,1,No,2,NA,Daily or almost daily,5,Rarely,2,Occasionally,3,Occasionally,3,Rarely,2,2,2,1,1,1,1,2,2,3,3,2,2,2,2,1,1,3,3,1,1,1,1,1,1,4,4,3,3,3,3,2,2,4,4,FALSE,2,TRUE,1,Yes,1,2,French,Fluent,4,10 years,Higher level,3,A,1,Daily or almost daily,5,German,Intermediate,2,"Learning it for 3 years now, self study",Not taken for Leaving Certificate,1,NA,0,Daily or almost daily,5,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Postgraduate Diploma or Master's degree,7,Leinster,1,TRUE,1,1,No,2,NA,4,4,5,5,3,3,3,3,4,4,5,5,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Not applicable,Formal classroom instruction; Living or studying abroad; Immersion program; Self-study,Work; Social settings; Media or social media; Other,Social media or online communities (e.g. Facebook groups); Language apps (e.g. Duolingo); Conversation groups or meet-ups (e.g. pub nights); Trips to the Gaeltacht,Self-study,Social settings; Media or social media,TRUE,3,1.5,2,FALSE,NA,55,4,1.75,1,3,3.5,2.5,5,3,4,1,1994,1998,transition_1997_2001,60,26,5,47.27272727272728,43,20,2,48.78048780487805,26,12,21
16610594,BLINDED,complete,NA,29,Male,2,Leinster,1,"Second language, learned at school",2,5,FALSE,2,NA,TRUE,1,One of my friends in school was from a Gaeltacht area (Ranafast) in Donegal.,Rarely - a few times a year,2,FALSE,2,NA,FALSE,2,NA,0,2016,11,Higher level,1,NA,0,NA,B,2,Yes,1,I studied Irish at UCD in 2016/2017 for one year before withdrawing. I can't remember the result. I also took 2 months of weekly Irish classes two years ago.,Often,4,Rarely,2,Occasionally,3,Rarely,2,Rarely,2,4,4,2,2,3,3,2,2,4,4,3,3,3,3,2,2,4,4,3,3,2,2,1,1,4,4,4,4,3,3,3,3,4,4,TRUE,1,TRUE,1,No,2,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,Gaelscoil,1,Gaelscoil,1,Bachelor's degree,6,Ulster,4,FALSE,2,NA,NA,0,NA,5,5,5,5,5,5,4,4,4,4,3,3,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Work; Social settings,NA,NA,Social media or online communities (e.g. Facebook groups); Evening classes or courses; Conversation groups or meet-ups (e.g. pub nights); Trips to the Gaeltacht,NA,NA,TRUE,2.6,2.75,0,FALSE,NA,80,5,3,1.5,3.5,4,3.5,3,4,4,2,1997,2002,post_1999,60,50,4,89.28571428571429,15,12,1,85.71428571428571,50,8,1
16602611,BLINDED,complete,NA,32,Male,2,Munster,2,First language at home,1,5,FALSE,2,NA,TRUE,1,irish college at 13 years of age,Rarely - a few times a year,2,FALSE,2,NA,FALSE,2,NA,0,2012,15,Ordinary level,2,NA,0,NA,A,1,No,2,NA,Rarely,2,Never,1,Rarely,2,Rarely,2,Rarely,2,3,3,2,2,3,3,4,4,4,4,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,FALSE,2,TRUE,1,No,2,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,English-medium school,2,English-medium school,2,Doctoral degree,8,Munster,2,FALSE,2,NA,NA,0,NA,3,3,4,4,4,4,2,2,4,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Other,NA,NA,Social media or online communities (e.g. Facebook groups); Conversation groups or meet-ups (e.g. pub nights),NA,NA,TRUE,1.8,3,0,FALSE,NA,55,3.6666666666666665,1.75,4,3,3,3,4,4,4,2,1994,1999,transition_1997_2001,60,30,5,54.54545454545454,40,23,1,58.97435897435898,30,13,15
