Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: display,Store: spreadsheet
48,1788536935665,04/09/2026 15:48:55,1788536935665,1,04/09/2026 16:48:55,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,30,Trial,Trial,3izpks,2,response,,,1378.5000000000073,1370.2000000000044,1378.5000000000073,1378.5000000000073,1370.2000000000044,1378.5000000000073,0,0,0,,Text Entry,Text Entry,2,object-4,colour,dath,Trial,
49,1788536935752,04/09/2026 15:48:55,1788536935752,1,04/09/2026 16:48:55,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,31,Trial,Check,hy52gd,1,response,checked,,96.39999999999418,96.39999999999418,96.39999999999418,96.39999999999418,96.39999999999418,96.39999999999418,1,0,0,,Time Limit,screen,0,screen,to put,cuir,Trial,
50,1788536938416,04/09/2026 15:48:58,1788536938416,1,04/09/2026 16:48:58,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,31,Trial,Trial,3izpks,2,continue,,,2664.0999999970227,2658.800000000003,2664.0999999970227,2664.0999999970227,2658.800000000003,2664.0999999970227,0,0,0,,Click To Continue,Continue Button,3,object-8,to put,cuir,Trial,
51,1788536938416,04/09/2026 15:48:58,1788536938416,1,04/09/2026 16:48:58,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,31,Trial,Trial,3izpks,2,response,give,,1707.6000000000058,2658.800000000003,2664.3999999940424,1707.6000000000058,2658.800000000003,2664.3999999940424,0,956.7999999940366,0,,Text Entry,Text Entry,2,object-4,to put,cuir,Trial,
52,1788536938510,04/09/2026 15:48:58,1788536938510,1,04/09/2026 16:48:58,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,32,Trial,Check,hy52gd,1,response,checked,,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,1,0,0,,Time Limit,screen,0,screen,to do,déan,Trial,
53,1788536938611,04/09/2026 15:48:58,1788536938611,1,04/09/2026 16:48:58,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,33,Trial,Check,hy52gd,1,response,checked,,99.5,99.5,99.5,99.5,99.5,99.5,1,0,0,,Time Limit,screen,0,screen,to give/grant,tabhair,Trial,
54,1788536941874,04/09/2026 15:49:01,1788536941874,1,04/09/2026 16:49:01,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,33,Trial,Trial,3izpks,2,continue,,,3263.999999991058,3257.0999999999985,3263.999999991058,3263.999999991058,3257.0999999999985,3263.999999991058,0,0,0,,Click To Continue,Continue Button,3,object-8,to give/grant,tabhair,Trial,
55,1788536941874,04/09/2026 15:49:01,1788536941874,1,04/09/2026 16:49:01,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,33,Trial,Trial,3izpks,2,response,come,,1624.699999999997,3257.0999999999985,3264.5999999999985,1624.699999999997,3257.0999999999985,3264.5999999999985,0,1639.9000000000015,0,,Text Entry,Text Entry,2,object-4,to give/grant,tabhair,Trial,
56,1788536941970,04/09/2026 15:49:01,1788536941970,1,04/09/2026 16:49:01,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,34,Trial,Check,hy52gd,1,response,checked,,101.19999999999709,101.19999999999709,101.19999999999709,101.19999999999709,101.19999999999709,101.19999999999709,1,0,0,,Time Limit,screen,0,screen,to come,tar,Trial,
57,1788536942069,04/09/2026 15:49:02,1788536942069,1,04/09/2026 16:49:02,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,35,Trial,Check,hy52gd,1,response,checked,,100.30000000000291,100.30000000000291,100.30000000000291,100.30000000000291,100.30000000000291,100.30000000000291,1,0,0,,Time Limit,screen,0,screen,to get/receive,faigh,Trial,
58,1788536945407,04/09/2026 15:49:05,1788536945407,1,04/09/2026 16:49:05,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,35,Trial,Trial,3izpks,2,continue,,,3338.699999988079,3330.300000000003,3338.699999988079,3338.699999988079,3330.300000000003,3338.699999988079,0,0,0,,Click To Continue,Continue Button,3,object-8,to get/receive,faigh,Trial,
59,1788536945412,04/09/2026 15:49:05,1788536945412,1,04/09/2026 16:49:05,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,35,Trial,Trial,3izpks,2,response,find,,1923.0999999999985,3330.300000000003,3338.7000000000044,1923.0999999999985,3330.300000000003,3338.7000000000044,0,1415.6000000000058,0,,Text Entry,Text Entry,2,object-4,to get/receive,faigh,Trial,
60,1788536945502,04/09/2026 15:49:05,1788536945502,1,04/09/2026 16:49:05,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,36,Trial,Check,hy52gd,1,response,checked,,103.5,103.5,103.5,103.5,103.5,103.5,1,0,0,,Time Limit,screen,0,screen,to go,téigh,Trial,
61,1788536948563,04/09/2026 15:49:08,1788536948563,1,04/09/2026 16:49:08,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,36,Trial,Trial,3izpks,2,continue,,,3060.699999999997,3057.2999999999956,3060.699999999997,3060.699999999997,3057.2999999999956,3060.699999999997,0,0,0,,Click To Continue,Continue Button,3,object-8,to go,téigh,Trial,
62,1788536948563,04/09/2026 15:49:08,1788536948563,1,04/09/2026 16:49:08,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,36,Trial,Trial,3izpks,2,response,come,,1807.8999999999942,3057.2999999999956,3061.0999999910564,1807.8999999999942,3057.2999999999956,3061.0999999910564,0,1253.1999999910622,0,,Text Entry,Text Entry,2,object-4,to go,téigh,Trial,
63,1788536948662,04/09/2026 15:49:08,1788536948662,1,04/09/2026 16:49:08,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,37,Trial,Check,hy52gd,1,response,checked,,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,1,0,0,,Time Limit,screen,0,screen,to see,feic,Trial,
64,1788536951429,04/09/2026 15:49:11,1788536951429,1,04/09/2026 16:49:11,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,37,Trial,Trial,3izpks,2,continue,,,2767.800000000003,2761.300000000003,2767.800000000003,2767.800000000003,2761.300000000003,2767.800000000003,0,0,0,,Click To Continue,Continue Button,3,object-8,to see,feic,Trial,
65,1788536951429,04/09/2026 15:49:11,1788536951429,1,04/09/2026 16:49:11,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,37,Trial,Trial,3izpks,2,response,look,,1347.5,2761.300000000003,2768.300000000003,1347.5,2761.300000000003,2768.300000000003,0,1420.800000000003,0,,Text Entry,Text Entry,2,object-4,to see,feic,Trial,
66,1788536951523,04/09/2026 15:49:11,1788536951523,1,04/09/2026 16:49:11,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,38,Trial,Check,hy52gd,1,response,checked,,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,1,0,0,,Time Limit,screen,0,screen,to be able to,féad,Trial,
67,1788536952795,04/09/2026 15:49:12,1788536952795,1,04/09/2026 16:49:12,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,38,Trial,Trial,3izpks,2,continue,,,1272.4999999970169,1264.5999999999985,1272.4999999970169,1272.4999999970169,1264.5999999999985,1272.4999999970169,0,0,0,,Click To Continue,Continue Button,3,object-8,to be able to,féad,Trial,
68,1788536952796,04/09/2026 15:49:12,1788536952796,1,04/09/2026 16:49:12,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,38,Trial,Trial,3izpks,2,response,,,1272.800000000003,1264.5999999999985,1272.800000000003,1272.800000000003,1264.5999999999985,1272.800000000003,0,0,0,,Text Entry,Text Entry,2,object-4,to be able to,féad,Trial,
69,1788536952890,04/09/2026 15:49:12,1788536952890,1,04/09/2026 16:49:12,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,39,Trial,Check,hy52gd,1,response,checked,,102.19999999999709,102.19999999999709,102.19999999999709,102.19999999999709,102.19999999999709,102.19999999999709,1,0,0,,Time Limit,screen,0,screen,to get up/to rise,éirigh,Trial,
70,1788536954181,04/09/2026 15:49:14,1788536954181,1,04/09/2026 16:49:14,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,39,Trial,Trial,3izpks,2,continue,,,1291.7999999910608,1289.5999999999985,1291.7999999910608,1291.7999999910608,1289.5999999999985,1291.7999999910608,0,0,0,,Click To Continue,Continue Button,3,object-8,to get up/to rise,éirigh,Trial,
71,1788536954182,04/09/2026 15:49:14,1788536954182,1,04/09/2026 16:49:14,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,39,Trial,Trial,3izpks,2,response,,,1292.1999999970212,1289.5999999999985,1292.1999999970212,1292.1999999970212,1289.5999999999985,1292.1999999970212,0,0,0,,Text Entry,Text Entry,2,object-4,to get up/to rise,éirigh,Trial,
72,1788536954281,04/09/2026 15:49:14,1788536954281,1,04/09/2026 16:49:14,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,40,Trial,Check,hy52gd,1,response,checked,,102.10000000000582,102.10000000000582,102.10000000000582,102.10000000000582,102.10000000000582,102.10000000000582,1,0,0,,Time Limit,screen,0,screen,to ask,iarr,Trial,
73,1788536957295,04/09/2026 15:49:17,1788536957295,1,04/09/2026 16:49:17,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,40,Trial,Trial,3izpks,2,continue,,,3013.499999997017,3008.199999999997,3013.499999997017,3013.499999997017,3008.199999999997,3013.499999997017,0,0,0,,Click To Continue,Continue Button,3,object-8,to ask,iarr,Trial,
74,1788536957298,04/09/2026 15:49:17,1788536957298,1,04/09/2026 16:49:17,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,40,Trial,Trial,3izpks,2,response,wind,,1314.699999999997,3008.199999999997,3016.399999988076,1314.699999999997,3008.199999999997,3016.399999988076,0,1701.699999988079,0,,Text Entry,Text Entry,2,object-4,to ask,iarr,Trial,
75,1788536957390,04/09/2026 15:49:17,1788536957390,1,04/09/2026 16:49:17,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,41,Trial,Check,hy52gd,1,response,checked,,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,1,0,0,,Time Limit,screen,0,screen,to leave/go away,imigh,Trial,
76,1788536962949,04/09/2026 15:49:22,1788536962949,1,04/09/2026 16:49:22,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,41,Trial,Trial,3izpks,2,continue,,,5558.69999999999,5550.499999999993,5558.69999999999,5558.69999999999,5550.499999999993,5558.69999999999,0,0,0,,Click To Continue,Continue Button,3,object-8,to leave/go away,imigh,Trial,
77,1788536962949,04/09/2026 15:49:22,1788536962949,1,04/09/2026 16:49:22,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,41,Trial,Trial,3izpks,2,response,go,,2065.4000000000015,5550.499999999993,5558.69999999999,2065.4000000000015,5550.499999999993,5558.69999999999,0,3493.2999999999884,0,,Text Entry,Text Entry,2,object-4,to leave/go away,imigh,Trial,
78,1788536963044,04/09/2026 15:49:23,1788536963044,1,04/09/2026 16:49:23,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,42,Trial,Check,hy52gd,1,response,checked,,103.70000000001164,103.70000000001164,103.70000000001164,103.70000000001164,103.70000000001164,103.70000000001164,1,0,0,,Time Limit,screen,0,screen,to follow,lean,Trial,
79,1788536967403,04/09/2026 15:49:27,1788536967403,1,04/09/2026 16:49:27,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,42,Trial,Trial,3izpks,2,continue,,,4358.899999999994,4354,4358.899999999994,4358.899999999994,4354,4358.899999999994,0,0,0,,Click To Continue,Continue Button,3,object-8,to follow,lean,Trial,
80,1788536967405,04/09/2026 15:49:27,1788536967405,1,04/09/2026 16:49:27,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,42,Trial,Trial,3izpks,2,response,go,,2730.899999999994,4354,4360.699999997014,2730.899999999994,4354,4360.699999997014,0,1629.7999999970198,0,,Text Entry,Text Entry,2,object-4,to follow,lean,Trial,
81,1788536967499,04/09/2026 15:49:27,1788536967499,1,04/09/2026 16:49:27,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,43,Trial,Check,hy52gd,1,response,checked,,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,1,0,0,,Time Limit,screen,0,screen,to write,scríobh,Trial,
82,1788536967599,04/09/2026 15:49:27,1788536967599,1,04/09/2026 16:49:27,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,44,Trial,Check,hy52gd,1,response,checked,,99.39999999999418,99.39999999999418,99.39999999999418,99.39999999999418,99.39999999999418,99.39999999999418,1,0,0,,Time Limit,screen,0,screen,to walk,siúil,Trial,
83,1788536969470,04/09/2026 15:49:29,1788536969470,1,04/09/2026 16:49:29,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,44,Trial,Trial,3izpks,2,continue,,,1872.3999999970256,1866.2000000000116,1872.3999999970256,1872.3999999970256,1866.2000000000116,1872.3999999970256,0,0,0,,Click To Continue,Continue Button,3,object-8,to walk,siúil,Trial,
84,1788536969470,04/09/2026 15:49:29,1788536969470,1,04/09/2026 16:49:29,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,44,Trial,Trial,3izpks,2,response,walk,,1006,1866.2000000000116,1872.6999999940454,1006,1866.2000000000116,1872.6999999940454,0,866.6999999940454,0,,Text Entry,Text Entry,2,object-4,to walk,siúil,Trial,
85,1788536969565,04/09/2026 15:49:29,1788536969565,1,04/09/2026 16:49:29,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,45,Trial,Check,hy52gd,1,response,checked,,100.79999999998836,100.79999999998836,100.79999999998836,100.79999999998836,100.79999999998836,100.79999999998836,1,0,0,,Time Limit,screen,0,screen,to start,tosaigh,Trial,
86,1788536972616,04/09/2026 15:49:32,1788536972616,1,04/09/2026 16:49:32,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,45,Trial,Trial,3izpks,2,continue,,,3051.1999999940454,3050,3051.1999999940454,3051.1999999940454,3050,3051.1999999940454,0,0,0,,Click To Continue,Continue Button,3,object-8,to start,tosaigh,Trial,
87,1788536972616,04/09/2026 15:49:32,1788536972616,1,04/09/2026 16:49:32,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,45,Trial,Trial,3izpks,2,response,start,,1765,3050,3051.6999999940454,1765,3050,3051.6999999940454,0,1286.6999999940454,0,,Text Entry,Text Entry,2,object-4,to start,tosaigh,Trial,
88,1788536972715,04/09/2026 15:49:32,1788536972715,1,04/09/2026 16:49:32,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,46,Trial,Check,hy52gd,1,response,checked,,100.5,100.5,100.5,100.5,100.5,100.5,1,0,0,,Time Limit,screen,0,screen,correct,ceart,Trial,
89,1788536976613,04/09/2026 15:49:36,1788536976613,1,04/09/2026 16:49:36,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,46,Trial,Trial,3izpks,2,continue,,,3898.100000000006,3891.4000000000087,3898.100000000006,3898.100000000006,3891.4000000000087,3898.100000000006,0,0,0,,Click To Continue,Continue Button,3,object-8,correct,ceart,Trial,
90,1788536976613,04/09/2026 15:49:36,1788536976613,1,04/09/2026 16:49:36,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,46,Trial,Trial,3izpks,2,response,correct,,2065.600000000006,3891.4000000000087,3898.799999988085,2065.600000000006,3891.4000000000087,3898.799999988085,1,1833.199999988079,0,,Text Entry,Text Entry,2,object-4,correct,ceart,Trial,
91,1788536976708,04/09/2026 15:49:36,1788536976708,1,04/09/2026 16:49:36,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,47,Trial,Check,hy52gd,1,response,checked,,99.5,99.5,99.5,99.5,99.5,99.5,1,0,0,,Time Limit,screen,0,screen,hot,te,Trial,
92,1788536976807,04/09/2026 15:49:36,1788536976807,1,04/09/2026 16:49:36,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,48,Trial,Check,hy52gd,1,response,checked,,100.59999999999127,100.59999999999127,100.59999999999127,100.59999999999127,100.59999999999127,100.59999999999127,1,0,0,,Time Limit,screen,0,screen,young,óg,Trial,
93,1788536976906,04/09/2026 15:49:36,1788536976906,1,04/09/2026 16:49:36,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,49,Trial,Check,hy52gd,1,response,checked,,99.70000000001164,99.70000000001164,99.70000000001164,99.70000000001164,99.70000000001164,99.70000000001164,1,0,0,,Time Limit,screen,0,screen,long,fada,Trial,
94,1788536981713,04/09/2026 15:49:41,1788536981713,1,04/09/2026 16:49:41,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,49,Trial,Trial,3izpks,2,continue,,,4806.599999988073,4800.099999999991,4806.599999988073,4806.599999988073,4800.099999999991,4806.599999988073,0,0,0,,Click To Continue,Continue Button,3,object-8,long,fada,Trial,
95,1788536981717,04/09/2026 15:49:41,1788536981717,1,04/09/2026 16:49:41,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,49,Trial,Trial,3izpks,2,response,long,,1708.199999999997,4800.099999999991,4808.399999999994,1708.199999999997,4800.099999999991,4808.399999999994,1,3100.199999999997,0,,Text Entry,Text Entry,2,object-4,long,fada,Trial,
96,1788536981806,04/09/2026 15:49:41,1788536981806,1,04/09/2026 16:49:41,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,50,Trial,Check,hy52gd,1,response,checked,,100.40000000000873,100.40000000000873,100.40000000000873,100.40000000000873,100.40000000000873,100.40000000000873,1,0,0,,Time Limit,screen,0,screen,tall/high,ard,Trial,
97,1788536981906,04/09/2026 15:49:41,1788536981906,1,04/09/2026 16:49:41,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,51,Trial,Check,hy52gd,1,response,checked,,100.09999999999127,100.09999999999127,100.09999999999127,100.09999999999127,100.09999999999127,100.09999999999127,1,0,0,,Time Limit,screen,0,screen,full,iomlán,Trial,
98,1788536982973,04/09/2026 15:49:42,1788536982973,1,04/09/2026 16:49:42,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,51,Trial,Trial,3izpks,2,continue,,,1066.6999999910622,1057.9000000000087,1066.6999999910622,1066.6999999910622,1057.9000000000087,1066.6999999910622,0,0,0,,Click To Continue,Continue Button,3,object-8,full,iomlán,Trial,
