Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: Irish_Stripped,Spreadsheet: display,Spreadsheet: randomise_trials,Store: progress,Store: test_progress
41,1788536743536,04/09/2026 15:45:43,1788536743536,1,04/09/2026 16:45:43,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,17,Trial,Trial,3yj36p,1,response,oilean,,1316.9000000000015,3242.300000000003,3245.7999999970198,1316.9000000000015,3242.300000000003,3245.7999999970198,1,1928.8999999970183,0,,Text Entry,Response,2,object-16,island,oileán,oilean,Trial,1,,
42,1788536747098,04/09/2026 15:45:47,1788536747098,1,04/09/2026 16:45:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,18,Trial,Trial,3yj36p,1,continue,,,3565.4000000029773,3558.2999999999956,3565.4000000029773,3565.4000000029773,3558.2999999999956,3565.4000000029773,0,0,0,,Click To Continue,Continue Button,3,object-17,week,seachtain,seachtain,Trial,1,,
43,1788536747099,04/09/2026 15:45:47,1788536747099,1,04/09/2026 16:45:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,18,Trial,Trial,3yj36p,1,response,seachtain,,999.6999999999971,3558.2999999999956,3566.0999999910564,999.6999999999971,3558.2999999999956,3566.0999999910564,1,2566.3999999910593,0,,Text Entry,Response,2,object-16,week,seachtain,seachtain,Trial,1,,
44,1788536751598,04/09/2026 15:45:51,1788536751598,1,04/09/2026 16:45:51,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,19,Trial,Trial,3yj36p,1,continue,,,4506.9000000000015,4499.5,4506.9000000000015,4506.9000000000015,4499.5,4506.9000000000015,0,0,0,,Click To Continue,Continue Button,3,object-17,book,leabhar,leabhar,Trial,1,,
45,1788536751601,04/09/2026 15:45:51,1788536751601,1,04/09/2026 16:45:51,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,19,Trial,Trial,3yj36p,1,response,leabhair,,1041.5,4499.5,4507.0999999999985,1041.5,4499.5,4507.0999999999985,0,3465.5999999999985,0,,Text Entry,Response,2,object-16,book,leabhar,leabhar,Trial,1,,
46,1788536754472,04/09/2026 15:45:54,1788536754472,1,04/09/2026 16:45:54,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,20,Trial,Trial,3yj36p,1,continue,,,2880.7999999910608,2875.800000000003,2880.7999999910608,2880.7999999910608,2875.800000000003,2880.7999999910608,0,0,0,,Click To Continue,Continue Button,3,object-17,night,oíche,oiche,Trial,1,,
47,1788536754472,04/09/2026 15:45:54,1788536754472,1,04/09/2026 16:45:54,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,20,Trial,Trial,3yj36p,1,response,oiche,,1584,2875.800000000003,2881.6000000029817,1584,2875.800000000003,2881.6000000029817,1,1297.6000000029817,0,,Text Entry,Response,2,object-16,night,oíche,oiche,Trial,1,,
48,1788536757599,04/09/2026 15:45:57,1788536757599,1,04/09/2026 16:45:57,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,21,Trial,Trial,3yj36p,1,continue,,,3132.3999999970183,3125,3132.3999999970183,3132.3999999970183,3125,3132.3999999970183,0,0,0,,Click To Continue,Continue Button,3,object-17,to ask,iarr,iarr,Trial,1,,
49,1788536757599,04/09/2026 15:45:57,1788536757599,1,04/09/2026 16:45:57,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,21,Trial,Trial,3yj36p,1,response,ceist,,1483,3125,3132.999999991058,1483,3125,3132.999999991058,0,1649.9999999910578,0,,Text Entry,Response,2,object-16,to ask,iarr,iarr,Trial,1,,
50,1788536758763,04/09/2026 15:45:58,1788536758763,1,04/09/2026 16:45:58,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,22,Trial,Trial,3yj36p,1,continue,,,1171.9999999910578,1166.5999999999985,1171.9999999910578,1171.9999999910578,1166.5999999999985,1171.9999999910578,0,0,0,,Click To Continue,Continue Button,3,object-17,short,gearr,gearr,Trial,1,,
51,1788536758764,04/09/2026 15:45:58,1788536758764,1,04/09/2026 16:45:58,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,22,Trial,Trial,3yj36p,1,response,,,1172.5999999999985,1166.5999999999985,1172.5999999999985,1172.5999999999985,1166.5999999999985,1172.5999999999985,0,0,0,,Text Entry,Response,2,object-16,short,gearr,gearr,Trial,1,,
52,1788536761214,04/09/2026 15:46:01,1788536761214,1,04/09/2026 16:46:01,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,23,Trial,Trial,3yj36p,1,continue,,,2455.8999999910593,2450.100000000006,2455.8999999910593,2455.8999999910593,2450.100000000006,2455.8999999910593,0,0,0,,Click To Continue,Continue Button,3,object-17,heart,croí,croi,Trial,1,,
53,1788536761214,04/09/2026 15:46:01,1788536761214,1,04/09/2026 16:46:01,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,23,Trial,Trial,3yj36p,1,response,croi,,991.6000000000058,2450.100000000006,2456.5999999940395,991.6000000000058,2450.100000000006,2456.5999999940395,1,1464.9999999940337,0,,Text Entry,Response,2,object-16,heart,croí,croi,Trial,1,,
54,1788536764288,04/09/2026 15:46:04,1788536764288,1,04/09/2026 16:46:04,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,24,Trial,Trial,3yj36p,1,continue,,,3080.1000000029744,3074.5,3080.1000000029744,3080.1000000029744,3074.5,3080.1000000029744,0,0,0,,Click To Continue,Continue Button,3,object-17,wind,gaoth,gaoth,Trial,1,,
55,1788536764292,04/09/2026 15:46:04,1788536764292,1,04/09/2026 16:46:04,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,24,Trial,Trial,3yj36p,1,response,gaor,,1399.7999999999884,3074.5,3082.300000000003,1399.7999999999884,3074.5,3082.300000000003,0,1682.5000000000146,0,,Text Entry,Response,2,object-16,wind,gaoth,gaoth,Trial,1,,
56,1788536765533,04/09/2026 15:46:05,1788536765533,1,04/09/2026 16:46:05,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,25,Trial,Trial,3yj36p,1,continue,,,1249.7999999999884,1241.7999999999884,1249.7999999999884,1249.7999999999884,1241.7999999999884,1249.7999999999884,0,0,0,,Click To Continue,Continue Button,3,object-17,to give/grant,tabhair,tabhair,Trial,1,,
57,1788536765533,04/09/2026 15:46:05,1788536765533,1,04/09/2026 16:46:05,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,25,Trial,Trial,3yj36p,1,response,,,1249.7999999999884,1241.7999999999884,1249.7999999999884,1249.7999999999884,1241.7999999999884,1249.7999999999884,0,0,0,,Text Entry,Response,2,object-16,to give/grant,tabhair,tabhair,Trial,1,,
58,1788536767171,04/09/2026 15:46:07,1788536767171,1,04/09/2026 16:46:07,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,26,Trial,Trial,3yj36p,1,continue,,,1647.1000000000058,1642,1647.1000000000058,1647.1000000000058,1642,1647.1000000000058,0,0,0,,Click To Continue,Continue Button,3,object-17,tall/high,ard,ard,Trial,1,,
59,1788536767172,04/09/2026 15:46:07,1788536767172,1,04/09/2026 16:46:07,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,26,Trial,Trial,3yj36p,1,response,ard,,1075.300000000003,1642,1647.6999999940454,1075.300000000003,1642,1647.6999999940454,1,572.3999999940424,0,,Text Entry,Response,2,object-16,tall/high,ard,ard,Trial,1,,
60,1788536769280,04/09/2026 15:46:09,1788536769280,1,04/09/2026 16:46:09,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,27,Trial,Trial,3yj36p,1,continue,,,2113.600000000006,2108.4000000000087,2113.600000000006,2113.600000000006,2108.4000000000087,2113.600000000006,0,0,0,,Click To Continue,Continue Button,3,object-17,to do,déan,dean,Trial,1,,
61,1788536769280,04/09/2026 15:46:09,1788536769280,1,04/09/2026 16:46:09,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,27,Trial,Trial,3yj36p,1,response,dean,,1349.9000000000087,2108.4000000000087,2114.1999999940454,1349.9000000000087,2108.4000000000087,2114.1999999940454,1,764.2999999940366,0,,Text Entry,Response,2,object-16,to do,déan,dean,Trial,1,,
62,1788536773463,04/09/2026 15:46:13,1788536773463,1,04/09/2026 16:46:13,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,28,Trial,Trial,3yj36p,1,continue,,,4188.699999999997,4183.199999999997,4188.699999999997,4188.699999999997,4183.199999999997,4188.699999999997,0,0,0,,Click To Continue,Continue Button,3,object-17,strong,láidir,laidir,Trial,1,,
63,1788536773464,04/09/2026 15:46:13,1788536773464,1,04/09/2026 16:46:13,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,28,Trial,Trial,3yj36p,1,response,fear,,1849.8999999999942,4183.199999999997,4189.199999999997,1849.8999999999942,4183.199999999997,4189.199999999997,0,2339.300000000003,0,,Text Entry,Response,2,object-16,strong,láidir,laidir,Trial,1,,
64,1788536776349,04/09/2026 15:46:16,1788536776349,1,04/09/2026 16:46:16,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,29,Trial,Trial,3yj36p,1,continue,,,2891.5,2883.399999999994,2891.5,2891.5,2883.399999999994,2891.5,0,0,0,,Click To Continue,Continue Button,3,object-17,country,tír,tir,Trial,1,,
65,1788536776353,04/09/2026 15:46:16,1788536776353,1,04/09/2026 16:46:16,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,29,Trial,Trial,3yj36p,1,response,tir,,1058.5,2883.399999999994,2891.6999999999825,1058.5,2883.399999999994,2891.6999999999825,1,1833.1999999999825,0,,Text Entry,Response,2,object-16,country,tír,tir,Trial,1,,
66,1788536779125,04/09/2026 15:46:19,1788536779125,1,04/09/2026 16:46:19,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,30,Trial,Trial,3yj36p,1,continue,,,2783.8999999970256,2779,2783.8999999970256,2783.8999999970256,2779,2783.8999999970256,0,0,0,,Click To Continue,Continue Button,3,object-17,correct,ceart,ceart,Trial,1,,
67,1788536779126,04/09/2026 15:46:19,1788536779126,1,04/09/2026 16:46:19,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,30,Trial,Trial,3yj36p,1,response,fior,,1458.4000000000087,2779,2784.499999991065,1458.4000000000087,2779,2784.499999991065,0,1326.0999999910564,0,,Text Entry,Response,2,object-16,correct,ceart,ceart,Trial,1,,
68,1788536783586,04/09/2026 15:46:23,1788536783586,1,04/09/2026 16:46:23,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,31,Trial,Trial,3yj36p,1,continue,,,4465.600000000006,4457.700000000012,4465.600000000006,4465.600000000006,4457.700000000012,4465.600000000006,0,0,0,,Click To Continue,Continue Button,3,object-17,water,uisce,uisce,Trial,1,,
69,1788536783586,04/09/2026 15:46:23,1788536783586,1,04/09/2026 16:46:23,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,31,Trial,Trial,3yj36p,1,response,uisce,,1566.5,4457.700000000012,4465.60000000002,1566.5,4457.700000000012,4465.60000000002,1,2899.1000000000204,0,,Text Entry,Response,2,object-16,water,uisce,uisce,Trial,1,,
70,1788536793644,04/09/2026 15:46:33,1788536793644,1,04/09/2026 16:46:33,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,32,Trial,Trial,3yj36p,1,continue,,,10065.799999991053,10059.199999999997,10065.799999991053,10065.799999991053,10059.199999999997,10065.799999991053,0,0,0,,Click To Continue,Continue Button,3,object-17,colour,dath,dath,Trial,1,,
71,1788536793647,04/09/2026 15:46:33,1788536793647,1,04/09/2026 16:46:33,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,32,Trial,Trial,3yj36p,1,response,,,1575.5999999999913,10059.199999999997,10068.199999999997,1575.5999999999913,10059.199999999997,10068.199999999997,0,8492.600000000006,0,,Text Entry,Response,2,object-16,colour,dath,dath,Trial,1,,
72,1788536798647,04/09/2026 15:46:38,1788536798647,1,04/09/2026 16:46:38,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,33,Trial,Trial,3yj36p,1,continue,,,5010.099999991056,5003.599999999991,5010.099999991056,5010.099999991056,5003.599999999991,5010.099999991056,0,0,0,,Click To Continue,Continue Button,3,object-17,money,airgead,airgead,Trial,1,,
73,1788536798648,04/09/2026 15:46:38,1788536798648,1,04/09/2026 16:46:38,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,33,Trial,Trial,3yj36p,1,response,airgead,,1044.8999999999942,5003.599999999991,5010.799999994037,1044.8999999999942,5003.599999999991,5010.799999994037,1,3965.8999999940424,0,,Text Entry,Response,2,object-16,money,airgead,airgead,Trial,1,,
74,1788536802854,04/09/2026 15:46:42,1788536802854,1,04/09/2026 16:46:42,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,34,Trial,Trial,3yj36p,1,continue,,,4213.699999994045,4208.100000000006,4213.699999994045,4213.699999994045,4208.100000000006,4213.699999994045,0,0,0,,Click To Continue,Continue Button,3,object-17,year,bliain,bliain,Trial,1,,
75,1788536802855,04/09/2026 15:46:42,1788536802855,1,04/09/2026 16:46:42,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,34,Trial,Trial,3yj36p,1,response,blian,,1833.1000000000058,4208.100000000006,4214.399999997026,1833.1000000000058,4208.100000000006,4214.399999997026,0,2381.2999999970198,0,,Text Entry,Response,2,object-16,year,bliain,bliain,Trial,1,,
76,1788536808133,04/09/2026 15:46:48,1788536808133,1,04/09/2026 16:46:48,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,35,Trial,Trial,3yj36p,1,continue,,,5284.399999991059,5283.899999999994,5284.399999991059,5284.399999991059,5283.899999999994,5284.399999991059,0,0,0,,Click To Continue,Continue Button,3,object-17,teacher,múinteoir,muinteoir,Trial,1,,
77,1788536808136,04/09/2026 15:46:48,1788536808136,1,04/09/2026 16:46:48,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,35,Trial,Trial,3yj36p,1,response,muinteoir,,1417,5283.899999999994,5287.399999991059,1417,5283.899999999994,5287.399999991059,1,3870.3999999910593,0,,Text Entry,Response,2,object-16,teacher,múinteoir,muinteoir,Trial,1,,
78,1788536828131,04/09/2026 15:47:08,1788536828131,1,04/09/2026 16:47:08,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,36,Trial,Trial,3yj36p,1,timedOut,,,19998.100000000006,19996.800000000017,19998.100000000006,19998.100000000006,19996.800000000017,19998.100000000006,0,0,0,,Time Limit,screen,0,screen,day,lá,la,Trial,1,,
79,1788536835660,04/09/2026 15:47:15,1788536835660,1,04/09/2026 16:47:15,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,36,Trial,Trial,3yj36p,1,continue,,,27527.699999994045,27525.20000000001,27527.699999994045,27527.699999994045,27525.20000000001,27527.699999994045,0,0,0,,Click To Continue,Continue Button,3,object-17,day,lá,la,Trial,1,,
80,1788536835660,04/09/2026 15:47:15,1788536835660,1,04/09/2026 16:47:15,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,36,Trial,Trial,3yj36p,1,response,la,,1474.800000000003,27525.20000000001,27528.300000002986,1474.800000000003,27525.20000000001,27528.300000002986,1,26053.500000002983,0,,Text Entry,Response,2,object-16,day,lá,la,Trial,1,,
81,1788536838104,04/09/2026 15:47:18,1788536838104,1,04/09/2026 16:47:18,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,37,Trial,Trial,3yj36p,1,continue,,,2445.899999999994,2440.2999999999884,2445.899999999994,2445.899999999994,2440.2999999999884,2445.899999999994,0,0,0,,Click To Continue,Continue Button,3,object-17,food,bia,bia,Trial,1,,
82,1788536838104,04/09/2026 15:47:18,1788536838104,1,04/09/2026 16:47:18,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,37,Trial,Trial,3yj36p,1,response,bia,,1239.6000000000058,2440.2999999999884,2446.6000000029744,1239.6000000000058,2440.2999999999884,2446.6000000029744,1,1207.0000000029686,0,,Text Entry,Response,2,object-16,food,bia,bia,Trial,1,,
83,1788536841426,04/09/2026 15:47:21,1788536841426,1,04/09/2026 16:47:21,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,38,Trial,Trial,3yj36p,1,continue,,,3328.499999991065,3320.3000000000175,3328.499999991065,3328.499999991065,3320.3000000000175,3328.499999991065,0,0,0,,Click To Continue,Continue Button,3,object-17,to see,feic,feic,Trial,1,,
84,1788536841429,04/09/2026 15:47:21,1788536841429,1,04/09/2026 16:47:21,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,38,Trial,Trial,3yj36p,1,response,feach,,1578.3999999999942,3320.3000000000175,3328.600000000035,1578.3999999999942,3320.3000000000175,3328.600000000035,0,1750.2000000000407,0,,Text Entry,Response,2,object-16,to see,feic,feic,Trial,1,,
85,1788536843714,04/09/2026 15:47:23,1788536843714,1,04/09/2026 16:47:23,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,39,Trial,Trial,3yj36p,1,continue,,,2296.0000000029686,2293,2296.0000000029686,2296.0000000029686,2293,2296.0000000029686,0,0,0,,Click To Continue,Continue Button,3,object-17,mouth,béal,beal,Trial,1,,
86,1788536843715,04/09/2026 15:47:23,1788536843715,1,04/09/2026 16:47:23,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,39,Trial,Trial,3yj36p,1,response,beal,,1075.3999999999942,2293,2296.7999999999884,1075.3999999999942,2293,2296.7999999999884,1,1221.3999999999942,0,,Text Entry,Response,2,object-16,mouth,béal,beal,Trial,1,,
87,1788536845455,04/09/2026 15:47:25,1788536845455,1,04/09/2026 16:47:25,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,40,Trial,Trial,3yj36p,1,continue,,,1743.899999994028,1741.7999999999884,1743.899999994028,1743.899999994028,1741.7999999999884,1743.899999994028,0,0,0,,Click To Continue,Continue Button,3,object-17,to go,téigh,teigh,Trial,1,,
88,1788536845455,04/09/2026 15:47:25,1788536845455,1,04/09/2026 16:47:25,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,40,Trial,Trial,3yj36p,1,response,,,1744.2999999999884,1741.7999999999884,1744.2999999999884,1744.2999999999884,1741.7999999999884,1744.2999999999884,0,0,0,,Text Entry,Response,2,object-16,to go,téigh,teigh,Trial,1,,
89,1788536846977,04/09/2026 15:47:26,1788536846977,1,04/09/2026 16:47:26,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,41,Trial,Trial,3yj36p,1,continue,,,1524.2000000029802,1522.8999999999942,1524.2000000029802,1524.2000000029802,1522.8999999999942,1524.2000000029802,0,0,0,,Click To Continue,Continue Button,3,object-17,to get up/to rise,éirigh,eirigh,Trial,1,,
90,1788536846977,04/09/2026 15:47:26,1788536846977,1,04/09/2026 16:47:26,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,41,Trial,Trial,3yj36p,1,response,,,1524.7000000029802,1522.8999999999942,1524.7000000029802,1524.7000000029802,1522.8999999999942,1524.7000000029802,0,0,0,,Text Entry,Response,2,object-16,to get up/to rise,éirigh,eirigh,Trial,1,,
91,1788536852712,04/09/2026 15:47:32,1788536852712,1,04/09/2026 16:47:32,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,42,Trial,Trial,3yj36p,1,continue,,,5736.899999997026,5735.700000000012,5736.899999997026,5736.899999997026,5735.700000000012,5736.899999997026,0,0,0,,Click To Continue,Continue Button,3,object-17,to come,tar,tar,Trial,1,,
