Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: Irish_Stripped,Spreadsheet: display,Spreadsheet: randomise_trials,Store: progress,Store: test_progress
47,1788880572639,08/09/2026 15:16:12,1788880572639,1,08/09/2026 16:16:12,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,20,Trial,Trial,3yj36p,1,response,fada,,1575.7999999999956,2524.5,2531.7999999940366,1575.7999999999956,2524.5,2531.7999999940366,1,955.999999994041,0,,Text Entry,Response,2,object-16,long,fada,fada,Trial,1,,
48,1788880573997,08/09/2026 15:16:13,1788880573997,1,08/09/2026 16:16:13,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,21,Trial,Trial,3yj36p,1,continue,,,1365.199999999997,1358.8999999999942,1365.199999999997,1365.199999999997,1358.8999999999942,1365.199999999997,0,0,0,,Click To Continue,Continue Button,3,object-17,leg,cos,cos,Trial,1,,
49,1788880574001,08/09/2026 15:16:14,1788880574001,1,08/09/2026 16:16:14,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,21,Trial,Trial,3yj36p,1,response,,,1367.0999999999913,1358.8999999999942,1367.0999999999913,1367.0999999999913,1358.8999999999942,1367.0999999999913,0,0,0,,Text Entry,Response,2,object-16,leg,cos,cos,Trial,1,,
50,1788880576389,08/09/2026 15:16:16,1788880576389,1,08/09/2026 16:16:16,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,22,Trial,Trial,3yj36p,1,continue,,,2397.999999988082,2392.4000000000015,2397.999999988082,2397.999999988082,2392.4000000000015,2397.999999988082,0,0,0,,Click To Continue,Continue Button,3,object-17,correct,ceart,ceart,Trial,1,,
51,1788880576389,08/09/2026 15:16:16,1788880576389,1,08/09/2026 16:16:16,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,22,Trial,Trial,3yj36p,1,response,fior,,1375.4000000000015,2392.4000000000015,2398.3999999940424,1375.4000000000015,2392.4000000000015,2398.3999999940424,0,1022.999999994041,0,,Text Entry,Response,2,object-16,correct,ceart,ceart,Trial,1,,
52,1788880578188,08/09/2026 15:16:18,1788880578188,1,08/09/2026 16:16:18,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,23,Trial,Trial,3yj36p,1,continue,,,1805.0999999880805,1799.9000000000015,1805.0999999880805,1805.0999999880805,1799.9000000000015,1805.0999999880805,0,0,0,,Click To Continue,Continue Button,3,object-17,woman,bean,bean,Trial,1,,
53,1788880578189,08/09/2026 15:16:18,1788880578189,1,08/09/2026 16:16:18,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,23,Trial,Trial,3yj36p,1,response,bean,,1074.4000000000015,1799.9000000000015,1805.9000000000015,1074.4000000000015,1799.9000000000015,1805.9000000000015,1,731.5,0,,Text Entry,Response,2,object-16,woman,bean,bean,Trial,1,,
54,1788880580826,08/09/2026 15:16:20,1788880580826,1,08/09/2026 16:16:20,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,24,Trial,Trial,3yj36p,1,continue,,,2643.0999999940395,2637.399999999994,2643.0999999940395,2643.0999999940395,2637.399999999994,2643.0999999940395,0,0,0,,Click To Continue,Continue Button,3,object-17,to be able to,féad,fead,Trial,1,,
55,1788880580827,08/09/2026 15:16:20,1788880580827,1,08/09/2026 16:16:20,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,24,Trial,Trial,3yj36p,1,response,abalta,,1287.0999999999985,2637.399999999994,2643.699999988079,1287.0999999999985,2637.399999999994,2643.699999988079,0,1356.5999999880805,0,,Text Entry,Response,2,object-16,to be able to,féad,fead,Trial,1,,
56,1788880582518,08/09/2026 15:16:22,1788880582518,1,08/09/2026 16:16:22,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,25,Trial,Trial,3yj36p,1,continue,,,1697.1000000000058,1691.7000000000116,1697.1000000000058,1697.1000000000058,1691.7000000000116,1697.1000000000058,0,0,0,,Click To Continue,Continue Button,3,object-17,country,tír,tir,Trial,1,,
57,1788880582518,08/09/2026 15:16:22,1788880582518,1,08/09/2026 16:16:22,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,25,Trial,Trial,3yj36p,1,response,tir,,1166.7000000000116,1691.7000000000116,1697.799999988085,1166.7000000000116,1691.7000000000116,1697.799999988085,1,531.0999999880733,0,,Text Entry,Response,2,object-16,country,tír,tir,Trial,1,,
58,1788880585209,08/09/2026 15:16:25,1788880585209,1,08/09/2026 16:16:25,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,26,Trial,Trial,3yj36p,1,continue,,,2697.0999999880733,2691.7999999999884,2697.0999999880733,2697.0999999880733,2691.7999999999884,2697.0999999880733,0,0,0,,Click To Continue,Continue Button,3,object-17,short,gearr,gearr,Trial,1,,
59,1788880585212,08/09/2026 15:16:25,1788880585212,1,08/09/2026 16:16:25,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,26,Trial,Trial,3yj36p,1,response,cort,,2100,2691.7999999999884,2699.700000011915,2100,2691.7999999999884,2699.700000011915,0,599.7000000119151,0,,Text Entry,Response,2,object-16,short,gearr,gearr,Trial,1,,
60,1788880586742,08/09/2026 15:16:26,1788880586742,1,08/09/2026 16:16:26,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,27,Trial,Trial,3yj36p,1,continue,,,1538.299999988085,1533.5,1538.299999988085,1538.299999988085,1533.5,1538.299999988085,0,0,0,,Click To Continue,Continue Button,3,object-17,food,bia,bia,Trial,1,,
61,1788880586742,08/09/2026 15:16:26,1788880586742,1,08/09/2026 16:16:26,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,27,Trial,Trial,3yj36p,1,response,bia,,958.5,1533.5,1538.799999988085,958.5,1533.5,1538.799999988085,1,580.2999999880849,0,,Text Entry,Response,2,object-16,food,bia,bia,Trial,1,,
62,1788880589384,08/09/2026 15:16:29,1788880589384,1,08/09/2026 16:16:29,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,28,Trial,Trial,3yj36p,1,continue,,,2646.9000000119267,2641.2000000000116,2646.9000000119267,2646.9000000119267,2641.2000000000116,2646.9000000119267,0,0,0,,Click To Continue,Continue Button,3,object-17,to put,cuir,cuir,Trial,1,,
63,1788880589385,08/09/2026 15:16:29,1788880589385,1,08/09/2026 16:16:29,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,28,Trial,Trial,3yj36p,1,response,cur,,2049.600000000006,2641.2000000000116,2647.4000000119267,2049.600000000006,2641.2000000000116,2647.4000000119267,0,597.8000000119209,0,,Text Entry,Response,2,object-16,to put,cuir,cuir,Trial,1,,
64,1788880591159,08/09/2026 15:16:31,1788880591159,1,08/09/2026 16:16:31,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,29,Trial,Trial,3yj36p,1,continue,,,1780.4999999940337,1775.0999999999913,1780.4999999940337,1780.4999999940337,1775.0999999999913,1780.4999999940337,0,0,0,,Click To Continue,Continue Button,3,object-17,language,teanga,teanga,Trial,1,,
65,1788880591160,08/09/2026 15:16:31,1788880591160,1,08/09/2026 16:16:31,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,29,Trial,Trial,3yj36p,1,response,teanga,,982.1999999999971,1775.0999999999913,1781.0999999880733,982.1999999999971,1775.0999999999913,1781.0999999880733,1,798.8999999880762,0,,Text Entry,Response,2,object-16,language,teanga,teanga,Trial,1,,
66,1788880592618,08/09/2026 15:16:32,1788880592618,1,08/09/2026 16:16:32,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,30,Trial,Trial,3yj36p,1,continue,,,1464.1000000119238,1457.9000000000087,1464.1000000119238,1464.1000000119238,1457.9000000000087,1464.1000000119238,0,0,0,,Click To Continue,Continue Button,3,object-17,young,óg,og,Trial,1,,
67,1788880592618,08/09/2026 15:16:32,1788880592618,1,08/09/2026 16:16:32,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,30,Trial,Trial,3yj36p,1,response,og,,916,1457.9000000000087,1464.7000000059634,916,1457.9000000000087,1464.7000000059634,1,548.7000000059634,0,,Text Entry,Response,2,object-16,young,óg,og,Trial,1,,
68,1788880594330,08/09/2026 15:16:34,1788880594330,1,08/09/2026 16:16:34,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,31,Trial,Trial,3yj36p,1,continue,,,1718.3000000059546,1712.0999999999913,1718.3000000059546,1718.3000000059546,1712.0999999999913,1718.3000000059546,0,0,0,,Click To Continue,Continue Button,3,object-17,mouth,béal,beal,Trial,1,,
69,1788880594331,08/09/2026 15:16:34,1788880594331,1,08/09/2026 16:16:34,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,31,Trial,Trial,3yj36p,1,response,beal,,1011.5,1712.0999999999913,1719.200000011915,1011.5,1712.0999999999913,1719.200000011915,1,707.7000000119151,0,,Text Entry,Response,2,object-16,mouth,béal,beal,Trial,1,,
70,1788880599455,08/09/2026 15:16:39,1788880599455,1,08/09/2026 16:16:39,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,32,Trial,Trial,3yj36p,1,continue,,,5131.200000005963,5125.400000000009,5131.200000005963,5131.200000005963,5125.400000000009,5131.200000005963,0,0,0,,Click To Continue,Continue Button,3,object-17,to leave/go away,imigh,imigh,Trial,1,,
71,1788880599459,08/09/2026 15:16:39,1788880599459,1,08/09/2026 16:16:39,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,32,Trial,Trial,3yj36p,1,response,,,5133.700000000012,5125.400000000009,5133.700000000012,5133.700000000012,5125.400000000009,5133.700000000012,0,0,0,,Text Entry,Response,2,object-16,to leave/go away,imigh,imigh,Trial,1,,
72,1788880603934,08/09/2026 15:16:43,1788880603934,1,08/09/2026 16:16:43,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,33,Trial,Trial,3yj36p,1,continue,,,4484.800000005955,4479,4484.800000005955,4484.800000005955,4479,4484.800000005955,0,0,0,,Click To Continue,Continue Button,3,object-17,week,seachtain,seachtain,Trial,1,,
73,1788880603934,08/09/2026 15:16:43,1788880603934,1,08/09/2026 16:16:43,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,33,Trial,Trial,3yj36p,1,response,seachtain,,1042.0999999999913,4479,4485.399999999994,1042.0999999999913,4479,4485.399999999994,1,3443.300000000003,0,,Text Entry,Response,2,object-16,week,seachtain,seachtain,Trial,1,,
74,1788880605205,08/09/2026 15:16:45,1788880605205,1,08/09/2026 16:16:45,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,34,Trial,Trial,3yj36p,1,continue,,,1276.700000011915,1270.2999999999884,1276.700000011915,1276.700000011915,1270.2999999999884,1276.700000011915,0,0,0,,Click To Continue,Continue Button,3,object-17,day,lá,la,Trial,1,,
75,1788880605205,08/09/2026 15:16:45,1788880605205,1,08/09/2026 16:16:45,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,34,Trial,Trial,3yj36p,1,response,la,,936.5999999999913,1270.2999999999884,1277.200000011915,936.5999999999913,1270.2999999999884,1277.200000011915,1,340.60000001192384,0,,Text Entry,Response,2,object-16,day,lá,la,Trial,1,,
76,1788880607272,08/09/2026 15:16:47,1788880607272,1,08/09/2026 16:16:47,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,35,Trial,Trial,3yj36p,1,continue,,,2073.100000000006,2068.2000000000116,2073.100000000006,2073.100000000006,2068.2000000000116,2073.100000000006,0,0,0,,Click To Continue,Continue Button,3,object-17,water,uisce,uisce,Trial,1,,
77,1788880607272,08/09/2026 15:16:47,1788880607272,1,08/09/2026 16:16:47,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,35,Trial,Trial,3yj36p,1,response,uisce,,1301.5,2068.2000000000116,2073.9000000119267,1301.5,2068.2000000000116,2073.9000000119267,1,772.4000000119267,0,,Text Entry,Response,2,object-16,water,uisce,uisce,Trial,1,,
78,1788880613559,08/09/2026 15:16:53,1788880613559,1,08/09/2026 16:16:53,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,36,Trial,Trial,3yj36p,1,continue,,,6292.599999988073,6287.5,6292.599999988073,6292.599999988073,6287.5,6292.599999988073,0,0,0,,Click To Continue,Continue Button,3,object-17,money,airgead,airgead,Trial,1,,
79,1788880613562,08/09/2026 15:16:53,1788880613562,1,08/09/2026 16:16:53,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,36,Trial,Trial,3yj36p,1,response,airgead,,891.6999999999971,6287.5,6295.100000000006,891.6999999999971,6287.5,6295.100000000006,1,5403.400000000009,0,,Text Entry,Response,2,object-16,money,airgead,airgead,Trial,1,,
80,1788880616301,08/09/2026 15:16:56,1788880616301,1,08/09/2026 16:16:56,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,37,Trial,Trial,3yj36p,1,continue,,,2746.700000011915,2741.899999999994,2746.700000011915,2746.700000011915,2741.899999999994,2746.700000011915,0,0,0,,Click To Continue,Continue Button,3,object-17,to see,feic,feic,Trial,1,,
81,1788880616301,08/09/2026 15:16:56,1788880616301,1,08/09/2026 16:16:56,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,37,Trial,Trial,3yj36p,1,response,feic,,1808.699999999997,2741.899999999994,2746.9999999940337,1808.699999999997,2741.899999999994,2746.9999999940337,1,938.2999999940366,0,,Text Entry,Response,2,object-16,to see,feic,feic,Trial,1,,
82,1788880619309,08/09/2026 15:16:59,1788880619309,1,08/09/2026 16:16:59,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,38,Trial,Trial,3yj36p,1,continue,,,3012.9000000059605,3008.800000000003,3012.9000000059605,3012.9000000059605,3008.800000000003,3012.9000000059605,0,0,0,,Click To Continue,Continue Button,3,object-17,to walk,siúil,siuil,Trial,1,,
83,1788880619309,08/09/2026 15:16:59,1788880619309,1,08/09/2026 16:16:59,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,38,Trial,Trial,3yj36p,1,response,siuil,,1458.3999999999942,3008.800000000003,3013.5999999940395,1458.3999999999942,3008.800000000003,3013.5999999940395,1,1555.1999999940454,0,,Text Entry,Response,2,object-16,to walk,siúil,siuil,Trial,1,,
84,1788880620481,08/09/2026 15:17:00,1788880620481,1,08/09/2026 16:17:00,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,39,Trial,Trial,3yj36p,1,continue,,,1175.3999999880762,1170.300000000003,1175.3999999880762,1175.3999999880762,1170.300000000003,1175.3999999880762,0,0,0,,Click To Continue,Continue Button,3,object-17,knowledge,eolas,eolas,Trial,1,,
85,1788880620481,08/09/2026 15:17:00,1788880620481,1,08/09/2026 16:17:00,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,39,Trial,Trial,3yj36p,1,response,,,1176.2999999940366,1170.300000000003,1176.2999999940366,1176.2999999940366,1170.300000000003,1176.2999999940366,0,0,0,,Text Entry,Response,2,object-16,knowledge,eolas,eolas,Trial,1,,
86,1788880623788,08/09/2026 15:17:03,1788880623788,1,08/09/2026 16:17:03,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,40,Trial,Trial,3yj36p,1,continue,,,3313.0999999880733,3308.2999999999884,3313.0999999880733,3313.0999999880733,3308.2999999999884,3313.0999999880733,0,0,0,,Click To Continue,Continue Button,3,object-17,to go,téigh,teigh,Trial,1,,
87,1788880623791,08/09/2026 15:17:03,1788880623791,1,08/09/2026 16:17:03,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,40,Trial,Trial,3yj36p,1,response,dul,,2533,3308.2999999999884,3316.3000000059546,2533,3308.2999999999884,3316.3000000059546,0,783.3000000059546,0,,Text Entry,Response,2,object-16,to go,téigh,teigh,Trial,1,,
88,1788880626913,08/09/2026 15:17:06,1788880626913,1,08/09/2026 16:17:06,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,41,Trial,Trial,3yj36p,1,continue,,,3129.299999988085,3124.9000000000087,3129.299999988085,3129.299999988085,3124.9000000000087,3129.299999988085,0,0,0,,Click To Continue,Continue Button,3,object-17,lifetime,saol,saol,Trial,1,,
89,1788880626913,08/09/2026 15:17:06,1788880626913,1,08/09/2026 16:17:06,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,41,Trial,Trial,3yj36p,1,response,saol,,1241.6000000000058,3124.9000000000087,3129.600000000006,1241.6000000000058,3124.9000000000087,3129.600000000006,1,1888,0,,Text Entry,Response,2,object-16,lifetime,saol,saol,Trial,1,,
90,1788880629005,08/09/2026 15:17:09,1788880629005,1,08/09/2026 16:17:09,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,42,Trial,Trial,3yj36p,1,continue,,,2097.1000000059576,2091.699999999997,2097.1000000059576,2097.1000000059576,2091.699999999997,2097.1000000059576,0,0,0,,Click To Continue,Continue Button,3,object-17,house,teach,teach,Trial,1,,
91,1788880629006,08/09/2026 15:17:09,1788880629006,1,08/09/2026 16:17:09,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,42,Trial,Trial,3yj36p,1,response,teach,,1091.199999999997,2091.699999999997,2097.6000000059576,1091.199999999997,2091.699999999997,2097.6000000059576,1,1006.4000000059605,0,,Text Entry,Response,2,object-16,house,teach,teach,Trial,1,,
92,1788880630185,08/09/2026 15:17:10,1788880630185,1,08/09/2026 16:17:10,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,43,Trial,Trial,3yj36p,1,continue,,,1184.4000000059605,1178.8999999999942,1184.4000000059605,1184.4000000059605,1178.8999999999942,1184.4000000059605,0,0,0,,Click To Continue,Continue Button,3,object-17,colour,dath,dath,Trial,1,,
93,1788880630185,08/09/2026 15:17:10,1788880630185,1,08/09/2026 16:17:10,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,43,Trial,Trial,3yj36p,1,response,,,1185.300000011921,1178.8999999999942,1185.300000011921,1185.300000011921,1178.8999999999942,1185.300000011921,0,0,0,,Text Entry,Response,2,object-16,colour,dath,dath,Trial,1,,
94,1788880631109,08/09/2026 15:17:11,1788880631109,1,08/09/2026 16:17:11,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,44,Trial,Trial,3yj36p,1,continue,,,930.2999999880849,924.8000000000029,930.2999999880849,930.2999999880849,924.8000000000029,930.2999999880849,0,0,0,,Click To Continue,Continue Button,3,object-17,to follow,lean,lean,Trial,1,,
95,1788880631110,08/09/2026 15:17:11,1788880631110,1,08/09/2026 16:17:11,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,44,Trial,Trial,3yj36p,1,response,,,931.1000000000058,924.8000000000029,931.1000000000058,931.1000000000058,924.8000000000029,931.1000000000058,0,0,0,,Text Entry,Response,2,object-16,to follow,lean,lean,Trial,1,,
96,1788880632826,08/09/2026 15:17:12,1788880632826,1,08/09/2026 16:17:12,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,45,Trial,Trial,3yj36p,1,continue,,,1722.499999988082,1716.9000000000087,1722.499999988082,1722.499999988082,1716.9000000000087,1722.499999988082,0,0,0,,Click To Continue,Continue Button,3,object-17,to get/receive,faigh,faigh,Trial,1,,
97,1788880632827,08/09/2026 15:17:12,1788880632827,1,08/09/2026 16:17:12,279099,23,task-3js1,,58116460,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 1,14,recall_round_1,recall_round_1,45,Trial,Trial,3yj36p,1,response,,,1723.300000000003,1716.9000000000087,1723.300000000003,1723.300000000003,1716.9000000000087,1723.300000000003,0,0,0,,Text Entry,Response,2,object-16,to get/receive,faigh,faigh,Trial,1,,
