Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: display,Store: spreadsheet
51,1788880695716,08/09/2026 15:18:15,1788880695716,1,08/09/2026 16:18:15,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,33,Trial,Check,hy52gd,1,response,checked,,99.89999999999782,99.89999999999782,99.89999999999782,99.89999999999782,99.89999999999782,99.89999999999782,1,0,0,,Time Limit,screen,0,screen,to give/grant,tabhair,Trial,
52,1788880696588,08/09/2026 15:18:16,1788880696588,1,08/09/2026 16:18:16,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,33,Trial,Trial,3izpks,2,continue,,,872.1999999821201,866.5,872.1999999821201,872.1999999821201,866.5,872.1999999821201,0,0,0,,Click To Continue,Continue Button,3,object-8,to give/grant,tabhair,Trial,
53,1788880696589,08/09/2026 15:18:16,1788880696589,1,08/09/2026 16:18:16,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,33,Trial,Trial,3izpks,2,response,,,872.6999999821201,866.5,872.6999999821201,872.6999999821201,866.5,872.6999999821201,0,0,0,,Text Entry,Text Entry,2,object-4,to give/grant,tabhair,Trial,
54,1788880696683,08/09/2026 15:18:16,1788880696683,1,08/09/2026 16:18:16,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,34,Trial,Check,hy52gd,1,response,checked,,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,1,0,0,,Time Limit,screen,0,screen,to come,tar,Trial,
55,1788880696783,08/09/2026 15:18:16,1788880696783,1,08/09/2026 16:18:16,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,35,Trial,Check,hy52gd,1,response,checked,,100,100,100,100,100,100,1,0,0,,Time Limit,screen,0,screen,to get/receive,faigh,Trial,
56,1788880699559,08/09/2026 15:18:19,1788880699559,1,08/09/2026 16:18:19,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,35,Trial,Trial,3izpks,2,continue,,,2776.0999999940395,2770.7999999999993,2776.0999999940395,2776.0999999940395,2770.7999999999993,2776.0999999940395,0,0,0,,Click To Continue,Continue Button,3,object-8,to get/receive,faigh,Trial,
57,1788880699559,08/09/2026 15:18:19,1788880699559,1,08/09/2026 16:18:19,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,35,Trial,Trial,3izpks,2,response,look,,1824.2999999999993,2770.7999999999993,2776.5,1824.2999999999993,2770.7999999999993,2776.5,0,952.2000000000007,0,,Text Entry,Text Entry,2,object-4,to get/receive,faigh,Trial,
58,1788880699654,08/09/2026 15:18:19,1788880699654,1,08/09/2026 16:18:19,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,36,Trial,Check,hy52gd,1,response,checked,,100.10000000000218,100.10000000000218,100.10000000000218,100.10000000000218,100.10000000000218,100.10000000000218,1,0,0,,Time Limit,screen,0,screen,to go,téigh,Trial,
59,1788880701875,08/09/2026 15:18:21,1788880701875,1,08/09/2026 16:18:21,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,36,Trial,Trial,3izpks,2,continue,,,2221.399999982117,2216.699999999997,2221.399999982117,2221.399999982117,2216.699999999997,2221.399999982117,0,0,0,,Click To Continue,Continue Button,3,object-8,to go,téigh,Trial,
60,1788880701876,08/09/2026 15:18:21,1788880701876,1,08/09/2026 16:18:21,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,36,Trial,Trial,3izpks,2,response,come,,1566.5999999999985,2216.699999999997,2221.899999982117,1566.5999999999985,2216.699999999997,2221.899999982117,0,655.2999999821186,0,,Text Entry,Text Entry,2,object-4,to go,téigh,Trial,
61,1788880701969,08/09/2026 15:18:21,1788880701969,1,08/09/2026 16:18:21,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,37,Trial,Check,hy52gd,1,response,checked,,97.90000000000146,97.90000000000146,97.90000000000146,97.90000000000146,97.90000000000146,97.90000000000146,1,0,0,,Time Limit,screen,0,screen,to see,feic,Trial,
62,1788880702067,08/09/2026 15:18:22,1788880702067,1,08/09/2026 16:18:22,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,38,Trial,Check,hy52gd,1,response,checked,,98.30000000000291,98.30000000000291,98.30000000000291,98.30000000000291,98.30000000000291,98.30000000000291,1,0,0,,Time Limit,screen,0,screen,to be able to,féad,Trial,
63,1788880703647,08/09/2026 15:18:23,1788880703647,1,08/09/2026 16:18:23,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,38,Trial,Trial,3izpks,2,continue,,,1579.699999999997,1574.2999999999956,1579.699999999997,1579.699999999997,1574.2999999999956,1579.699999999997,0,0,0,,Click To Continue,Continue Button,3,object-8,to be able to,féad,Trial,
64,1788880703647,08/09/2026 15:18:23,1788880703647,1,08/09/2026 16:18:23,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,38,Trial,Trial,3izpks,2,response,,,1580.199999999997,1574.2999999999956,1580.199999999997,1580.199999999997,1574.2999999999956,1580.199999999997,0,0,0,,Text Entry,Text Entry,2,object-4,to be able to,féad,Trial,
65,1788880703741,08/09/2026 15:18:23,1788880703741,1,08/09/2026 16:18:23,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,39,Trial,Check,hy52gd,1,response,checked,,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,1,0,0,,Time Limit,screen,0,screen,to get up/to rise,éirigh,Trial,
66,1788880704872,08/09/2026 15:18:24,1788880704872,1,08/09/2026 16:18:24,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,39,Trial,Trial,3izpks,2,continue,,,1129.9999999821157,1124.5999999999985,1129.9999999821157,1129.9999999821157,1124.5999999999985,1129.9999999821157,0,0,0,,Click To Continue,Continue Button,3,object-8,to get up/to rise,éirigh,Trial,
67,1788880704872,08/09/2026 15:18:24,1788880704872,1,08/09/2026 16:18:24,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,39,Trial,Trial,3izpks,2,response,,,1130.7999999940366,1124.5999999999985,1130.7999999940366,1130.7999999940366,1124.5999999999985,1130.7999999940366,0,0,0,,Text Entry,Text Entry,2,object-4,to get up/to rise,éirigh,Trial,
68,1788880704968,08/09/2026 15:18:24,1788880704968,1,08/09/2026 16:18:24,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,40,Trial,Check,hy52gd,1,response,checked,,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,1,0,0,,Time Limit,screen,0,screen,to ask,iarr,Trial,
69,1788880707038,08/09/2026 15:18:27,1788880707038,1,08/09/2026 16:18:27,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,40,Trial,Trial,3izpks,2,continue,,,2071.5999999761552,2065.7999999999956,2071.5999999761552,2071.5999999761552,2065.7999999999956,2071.5999999761552,0,0,0,,Click To Continue,Continue Button,3,object-8,to ask,iarr,Trial,
70,1788880707043,08/09/2026 15:18:27,1788880707043,1,08/09/2026 16:18:27,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,40,Trial,Trial,3izpks,2,response,wind,,1391.3999999999942,2065.7999999999956,2073.399999999994,1391.3999999999942,2065.7999999999956,2073.399999999994,0,682,0,,Text Entry,Text Entry,2,object-4,to ask,iarr,Trial,
71,1788880707133,08/09/2026 15:18:27,1788880707133,1,08/09/2026 16:18:27,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,41,Trial,Check,hy52gd,1,response,checked,,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,1,0,0,,Time Limit,screen,0,screen,to leave/go away,imigh,Trial,
72,1788880709817,08/09/2026 15:18:29,1788880709817,1,08/09/2026 16:18:29,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,41,Trial,Trial,3izpks,2,continue,,,2684.2999999821186,2678.5,2684.2999999821186,2684.2999999821186,2678.5,2684.2999999821186,0,0,0,,Click To Continue,Continue Button,3,object-8,to leave/go away,imigh,Trial,
73,1788880709818,08/09/2026 15:18:29,1788880709818,1,08/09/2026 16:18:29,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,41,Trial,Trial,3izpks,2,response,to go,,1824.800000000003,2678.5,2684.699999988079,1824.800000000003,2678.5,2684.699999988079,0,859.8999999880762,0,,Text Entry,Text Entry,2,object-4,to leave/go away,imigh,Trial,
74,1788880709912,08/09/2026 15:18:29,1788880709912,1,08/09/2026 16:18:29,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,42,Trial,Check,hy52gd,1,response,checked,,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,1,0,0,,Time Limit,screen,0,screen,to follow,lean,Trial,
75,1788880713634,08/09/2026 15:18:33,1788880713634,1,08/09/2026 16:18:33,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,42,Trial,Trial,3izpks,2,continue,,,3721.7999999761596,3716.2000000000044,3721.7999999761596,3721.7999999761596,3716.2000000000044,3721.7999999761596,0,0,0,,Click To Continue,Continue Button,3,object-8,to follow,lean,Trial,
76,1788880713634,08/09/2026 15:18:33,1788880713634,1,08/09/2026 16:18:33,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,42,Trial,Trial,3izpks,2,response,full,,2824.300000000003,3716.2000000000044,3722.19999998212,2824.300000000003,3716.2000000000044,3722.19999998212,0,897.8999999821172,0,,Text Entry,Text Entry,2,object-4,to follow,lean,Trial,
77,1788880713726,08/09/2026 15:18:33,1788880713726,1,08/09/2026 16:18:33,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,43,Trial,Check,hy52gd,1,response,checked,,97.29999999999563,97.29999999999563,97.29999999999563,97.29999999999563,97.29999999999563,97.29999999999563,1,0,0,,Time Limit,screen,0,screen,to write,scríobh,Trial,
78,1788880713825,08/09/2026 15:18:33,1788880713825,1,08/09/2026 16:18:33,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,44,Trial,Check,hy52gd,1,response,checked,,98.80000000000291,98.80000000000291,98.80000000000291,98.80000000000291,98.80000000000291,98.80000000000291,1,0,0,,Time Limit,screen,0,screen,to walk,siúil,Trial,
79,1788880713925,08/09/2026 15:18:33,1788880713925,1,08/09/2026 16:18:33,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,45,Trial,Check,hy52gd,1,response,checked,,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,1,0,0,,Time Limit,screen,0,screen,to start,tosaigh,Trial,
80,1788880716467,08/09/2026 15:18:36,1788880716467,1,08/09/2026 16:18:36,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,45,Trial,Trial,3izpks,2,continue,,,2542.399999976158,2536.5,2542.399999976158,2542.399999976158,2536.5,2542.399999976158,0,0,0,,Click To Continue,Continue Button,3,object-8,to start,tosaigh,Trial,
81,1788880716467,08/09/2026 15:18:36,1788880716467,1,08/09/2026 16:18:36,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,45,Trial,Trial,3izpks,2,response,to start,,1348.9000000000015,2536.5,2542.7999999821186,1348.9000000000015,2536.5,2542.7999999821186,1,1193.8999999821172,0,,Text Entry,Text Entry,2,object-4,to start,tosaigh,Trial,
82,1788880716563,08/09/2026 15:18:36,1788880716563,1,08/09/2026 16:18:36,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,46,Trial,Check,hy52gd,1,response,checked,,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,1,0,0,,Time Limit,screen,0,screen,correct,ceart,Trial,
83,1788880719925,08/09/2026 15:18:39,1788880719925,1,08/09/2026 16:18:39,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,46,Trial,Trial,3izpks,2,continue,,,3363.2999999880776,3357.4000000000015,3363.2999999880776,3363.2999999880776,3357.4000000000015,3363.2999999880776,0,0,0,,Click To Continue,Continue Button,3,object-8,correct,ceart,Trial,
84,1788880719928,08/09/2026 15:18:39,1788880719928,1,08/09/2026 16:18:39,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,46,Trial,Trial,3izpks,2,response,true,,2464.9000000000015,3357.4000000000015,3365.9000000000015,2464.9000000000015,3357.4000000000015,3365.9000000000015,0,901,0,,Text Entry,Text Entry,2,object-4,correct,ceart,Trial,
85,1788880720021,08/09/2026 15:18:40,1788880720021,1,08/09/2026 16:18:40,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,47,Trial,Check,hy52gd,1,response,checked,,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,101.09999999999854,1,0,0,,Time Limit,screen,0,screen,hot,te,Trial,
86,1788880720120,08/09/2026 15:18:40,1788880720120,1,08/09/2026 16:18:40,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,48,Trial,Check,hy52gd,1,response,checked,,99.19999999999709,99.19999999999709,99.19999999999709,99.19999999999709,99.19999999999709,99.19999999999709,1,0,0,,Time Limit,screen,0,screen,young,óg,Trial,
87,1788880720222,08/09/2026 15:18:40,1788880720222,1,08/09/2026 16:18:40,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,49,Trial,Check,hy52gd,1,response,checked,,100,100,100,100,100,100,1,0,0,,Time Limit,screen,0,screen,long,fada,Trial,
88,1788880720321,08/09/2026 15:18:40,1788880720321,1,08/09/2026 16:18:40,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,50,Trial,Check,hy52gd,1,response,checked,,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,100.20000000000437,1,0,0,,Time Limit,screen,0,screen,tall/high,ard,Trial,
89,1788880720420,08/09/2026 15:18:40,1788880720420,1,08/09/2026 16:18:40,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,51,Trial,Check,hy52gd,1,response,checked,,100.19999999999709,100.19999999999709,100.19999999999709,100.19999999999709,100.19999999999709,100.19999999999709,1,0,0,,Time Limit,screen,0,screen,full,iomlán,Trial,
90,1788880721317,08/09/2026 15:18:41,1788880721317,1,08/09/2026 16:18:41,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,51,Trial,Trial,3izpks,2,continue,,,897.0999999940395,891.5999999999985,897.0999999940395,897.0999999940395,891.5999999999985,897.0999999940395,0,0,0,,Click To Continue,Continue Button,3,object-8,full,iomlán,Trial,
91,1788880721317,08/09/2026 15:18:41,1788880721317,1,08/09/2026 16:18:41,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,51,Trial,Trial,3izpks,2,response,,,897.5,891.5999999999985,897.5,897.5,891.5999999999985,897.5,0,0,0,,Text Entry,Text Entry,2,object-4,full,iomlán,Trial,
92,1788880721413,08/09/2026 15:18:41,1788880721413,1,08/09/2026 16:18:41,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,52,Trial,Check,hy52gd,1,response,checked,,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,100.40000000000146,1,0,0,,Time Limit,screen,0,screen,true,fíor,Trial,
93,1788880724142,08/09/2026 15:18:44,1788880724142,1,08/09/2026 16:18:44,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,52,Trial,Trial,3izpks,2,continue,,,2730.2999999821186,2724.4000000000015,2730.2999999821186,2730.2999999821186,2724.4000000000015,2730.2999999821186,0,0,0,,Click To Continue,Continue Button,3,object-8,true,fíor,Trial,
94,1788880724143,08/09/2026 15:18:44,1788880724143,1,08/09/2026 16:18:44,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,52,Trial,Trial,3izpks,2,response,correct,,1515.300000000003,2724.4000000000015,2730.7999999821186,1515.300000000003,2724.4000000000015,2730.7999999821186,0,1215.4999999821157,0,,Text Entry,Text Entry,2,object-4,true,fíor,Trial,
95,1788880724238,08/09/2026 15:18:44,1788880724238,1,08/09/2026 16:18:44,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,53,Trial,Check,hy52gd,1,response,checked,,100.69999999999709,100.69999999999709,100.69999999999709,100.69999999999709,100.69999999999709,100.69999999999709,1,0,0,,Time Limit,screen,0,screen,short,gearr,Trial,
96,1788880727776,08/09/2026 15:18:47,1788880727776,1,08/09/2026 16:18:47,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,53,Trial,Trial,3izpks,2,continue,,,3538.5999999880805,3532.4000000000015,3538.5999999880805,3538.5999999880805,3532.4000000000015,3538.5999999880805,0,0,0,,Click To Continue,Continue Button,3,object-8,short,gearr,Trial,
97,1788880727776,08/09/2026 15:18:47,1788880727776,1,08/09/2026 16:18:47,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,53,Trial,Trial,3izpks,2,response,,,3539.19999998212,3532.4000000000015,3539.19999998212,3539.19999998212,3532.4000000000015,3539.19999998212,0,0,0,,Text Entry,Text Entry,2,object-4,short,gearr,Trial,
98,1788880727872,08/09/2026 15:18:47,1788880727872,1,08/09/2026 16:18:47,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,54,Trial,Check,hy52gd,1,response,checked,,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,100.90000000000146,1,0,0,,Time Limit,screen,0,screen,strong,láidir,Trial,
99,1788880729209,08/09/2026 15:18:49,1788880729209,1,08/09/2026 16:18:49,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,54,Trial,Trial,3izpks,2,continue,,,1338.4999999761567,1332.699999999997,1338.4999999761567,1338.4999999761567,1332.699999999997,1338.4999999761567,0,0,0,,Click To Continue,Continue Button,3,object-8,strong,láidir,Trial,
100,1788880729210,08/09/2026 15:18:49,1788880729210,1,08/09/2026 16:18:49,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,54,Trial,Trial,3izpks,2,response,,,1339.199999994038,1332.699999999997,1339.199999994038,1339.199999994038,1332.699999999997,1339.199999994038,0,0,0,,Text Entry,Text Entry,2,object-4,strong,láidir,Trial,
101,1788880729305,08/09/2026 15:18:49,1788880729305,1,08/09/2026 16:18:49,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,55,Trial,Check,hy52gd,1,response,checked,,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,1,0,0,,Time Limit,screen,0,screen,alive,beo,Trial,
